symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNHD1,143,-0.77,0.88,-0.9,0.42,0.15
LTB,3968,0.33,0.37,0.9,0.42,0.15
CCDC6,851,-0.14,0.16,-0.9,0.42,0.15
IL2RB,2680,0.67,0.76,0.9,0.42,0.15
SEMA4B,518,0.15,0.17,0.9,0.42,0.15
TRBV3.1,88,0.5,0.58,0.9,0.42,0.15
FLT3LG,541,0.29,0.33,0.9,0.42,0.15
MPZL1,643,-0.26,0.3,-0.9,0.42,0.15
CCT6A,2852,-0.17,0.2,-0.9,0.42,0.15
IDH1,1034,-0.27,0.31,-0.9,0.42,0.15
HACD3,553,0.26,0.3,0.9,0.42,0.15
APLP2,12785,-0.25,0.29,-0.9,0.42,0.15
MRPL33,619,-0.2,0.22,-0.9,0.42,0.15
NONO,5469,0.12,0.14,0.9,0.42,0.15
CMAHP.1,275,-0.36,0.42,-0.9,0.42,0.15
TBC1D23,766,-0.18,0.2,-0.9,0.42,0.15
JKAMP,751,-0.15,0.18,-0.9,0.42,0.15
APPBP2,752,0.18,0.2,0.9,0.42,0.15
PTGDS,204,-0.55,0.63,-0.9,0.42,0.15
MTIF3,566,-0.15,0.17,-0.9,0.42,0.15
IL15RA,104,-0.23,0.27,-0.9,0.42,0.15
SKIL,531,-0.23,0.26,-0.9,0.42,0.15
THUMPD2,128,-0.31,0.35,-0.9,0.42,0.15
CCDC12,811,0.13,0.15,0.9,0.42,0.15
DDIT3,119,-0.21,0.24,-0.9,0.42,0.15
CNOT10,543,-0.14,0.16,-0.9,0.42,0.15
EPOR,103,-0.23,0.26,-0.9,0.42,0.15
GET4,264,-0.19,0.21,-0.9,0.42,0.15
TRAF2,164,0.24,0.27,0.9,0.42,0.15
C2orf49,392,0.15,0.18,0.9,0.42,0.15
SETX,3298,-0.12,0.14,-0.9,0.42,0.15
NR1D1,133,0.28,0.32,0.9,0.42,0.15
RPS18P5,92,0.3,0.34,0.9,0.42,0.15
CMTM6,6749,-0.14,0.16,-0.9,0.42,0.15
DDX11L16.1,210,0.75,0.86,0.9,0.42,0.15
CPED1,278,-0.32,0.37,-0.9,0.41,0.15
TBP,215,-0.17,0.19,-0.9,0.41,0.15
ATP8B1.AS1,283,0.15,0.17,0.9,0.41,0.15
DDRGK1,678,-0.15,0.17,-0.9,0.41,0.15
GSTZ1,127,-0.22,0.25,-0.9,0.41,0.15
ACTR3,10989,0.13,0.15,0.9,0.41,0.15
TMPO.AS1,82,-0.26,0.3,-0.9,0.41,0.15
ZNF431,404,0.2,0.23,0.9,0.41,0.15
ST3GAL5,687,-0.15,0.17,-0.9,0.41,0.15
WRAP73,260,-0.2,0.24,-0.9,0.41,0.15
IRF4,560,0.21,0.24,0.9,0.41,0.15
NDUFB7,417,-0.18,0.2,-0.9,0.41,0.15
MED21,310,0.25,0.28,0.9,0.41,0.15
VPS33A,969,0.12,0.13,0.9,0.41,0.15
RAB5C,2460,-0.14,0.16,-0.9,0.41,0.15
DHRS7,2069,0.13,0.15,0.9,0.41,0.15
MTFR1L,703,-0.18,0.21,-0.9,0.41,0.15
CDC73,1239,0.19,0.22,0.9,0.41,0.15
ZSCAN21,99,0.3,0.35,0.9,0.41,0.15
IFNGR1,4050,-0.17,0.2,-0.9,0.41,0.15
CNOT3,537,-0.15,0.18,-0.9,0.41,0.15
FAHD2A,153,-0.15,0.17,-0.9,0.41,0.15
ELAPOR1,148,0.33,0.38,0.9,0.41,0.15
PARP6,491,-0.35,0.41,-0.9,0.41,0.15
XCL2,82,0.48,0.55,0.9,0.41,0.15
TPM3,16004,0.12,0.14,0.9,0.41,0.15
ENOPH1,750,0.16,0.18,0.9,0.41,0.15
LTO1,182,-0.24,0.28,-0.9,0.41,0.15
ZNF394,565,-0.17,0.2,-0.9,0.41,0.15
DPYD,3690,-0.22,0.25,-0.9,0.41,0.15
CCDC71L,310,0.21,0.24,0.9,0.41,0.15
PECAM1,9512,-0.19,0.22,-0.9,0.41,0.15
MAP2K7,563,-0.2,0.23,-0.9,0.41,0.15
EXOSC3,283,-0.26,0.31,-0.9,0.41,0.15
UTP14A,417,0.16,0.19,0.9,0.41,0.15
ELAPOR2,88,0.49,0.56,0.9,0.41,0.15
TIMM23,487,-0.17,0.2,-0.9,0.41,0.15
GEMIN2,134,0.24,0.28,0.9,0.41,0.15
MARCHF9,335,0.21,0.25,0.9,0.41,0.15
MACROH2A2,84,0.24,0.28,0.9,0.41,0.15
ZNF346,160,0.22,0.25,0.9,0.41,0.15
SKIC8,702,-0.13,0.15,-0.9,0.41,0.15
CCDC191,82,0.4,0.47,0.9,0.41,0.15
SUGT1,830,-0.14,0.16,-0.9,0.41,0.15
GFM1,918,-0.14,0.17,-0.9,0.41,0.15
METTL18,249,0.33,0.39,0.9,0.41,0.15
PEAK1,260,0.25,0.29,0.9,0.41,0.15
THAP4,287,0.15,0.18,0.9,0.41,0.15
LPAR5,197,0.43,0.5,0.9,0.41,0.15
ZNF513,111,-0.44,0.51,-0.9,0.41,0.15
COG2,719,0.15,0.18,0.9,0.41,0.15
PCGF3.AS1,125,-0.47,0.55,-0.9,0.41,0.15
TCEANC2,324,0.2,0.23,0.9,0.41,0.15
PIH1D1,629,-0.17,0.2,-0.9,0.41,0.15
EXOSC5,203,0.17,0.19,0.9,0.41,0.15
NVL,299,-0.21,0.24,-0.9,0.41,0.15
ACP6,82,0.25,0.29,0.9,0.41,0.15
PTPRC,32727,0.11,0.13,0.9,0.41,0.15
GFOD3P.1,223,-0.29,0.34,-0.9,0.41,0.15
ZNF8,92,0.22,0.25,0.9,0.41,0.15
NFS1,199,-0.13,0.15,-0.9,0.41,0.15
CCDC28A,624,-0.13,0.16,-0.9,0.41,0.15
SIRT1,1040,0.21,0.24,0.9,0.41,0.15
NAGPA,353,-0.18,0.21,-0.9,0.41,0.15
ALDH6A1,288,0.33,0.38,0.9,0.41,0.15
GTF3A,2901,0.15,0.18,0.9,0.41,0.15
GFOD1,164,-0.27,0.32,-0.9,0.41,0.15
SP3,2710,0.14,0.16,0.9,0.41,0.15
DHX16,548,-0.23,0.27,-0.9,0.41,0.15
NUDT2,217,0.27,0.31,0.9,0.41,0.15
OSBPL8,4740,0.18,0.21,0.9,0.41,0.15
LYPLA1,1852,-0.15,0.18,-0.9,0.41,0.15
PDE3B,1278,0.3,0.35,0.9,0.41,0.15
ORAI1,1008,0.2,0.23,0.9,0.41,0.15
NDFIP2,83,0.47,0.55,0.9,0.41,0.15
ETFA,1344,-0.28,0.32,-0.9,0.41,0.15
UBR3,808,-0.12,0.14,-0.9,0.41,0.15
EI24,574,0.18,0.21,0.9,0.41,0.15
SMG7,1418,0.14,0.17,0.9,0.41,0.15
TNKS1BP1,104,0.29,0.33,0.9,0.41,0.15
TAB2,3307,0.18,0.21,0.9,0.41,0.15
TULP3,101,0.2,0.23,0.9,0.41,0.15
LSM5,575,0.15,0.18,0.9,0.41,0.15
GRSF1,2039,0.1,0.11,0.9,0.41,0.15
PABIR2,878,-0.18,0.21,-0.9,0.41,0.15
DHCR7,124,0.42,0.49,0.9,0.41,0.15
TLR1,1777,-0.21,0.24,-0.9,0.41,0.15
APH1B,417,-0.19,0.22,-0.9,0.41,0.15
TAF9B,431,0.17,0.19,0.9,0.41,0.15
WDR11,1538,-0.18,0.21,-0.9,0.41,0.15
DPH3,690,-0.14,0.17,-0.9,0.4,0.15
ZNF582,92,0.24,0.29,0.9,0.4,0.15
ZNF689,244,0.19,0.22,0.9,0.4,0.15
SLC30A5,1001,-0.23,0.27,-0.9,0.4,0.15
ARL14EP,845,0.19,0.22,0.9,0.4,0.15
TXK,1197,0.39,0.45,0.9,0.4,0.15
SEC23B,1133,0.12,0.14,0.9,0.4,0.15
RRAGC,959,0.13,0.15,0.9,0.4,0.15
MDC1,378,0.28,0.33,0.9,0.4,0.15
LNPK,709,0.19,0.23,0.9,0.4,0.15
GBP5,3143,0.3,0.35,0.9,0.4,0.15
KRBA2,108,-0.53,0.62,-0.9,0.4,0.15
ZNF181,287,0.27,0.32,0.9,0.4,0.15
OSBPL3,441,-0.25,0.29,-0.9,0.4,0.15
UCHL3,321,-0.19,0.22,-0.9,0.4,0.15
TSPOAP1.AS1,608,0.25,0.3,0.9,0.4,0.15
SRCAP,523,0.39,0.45,0.8,0.4,0.15
KMT2A,1463,0.23,0.27,0.8,0.4,0.15
TFRC,796,-0.15,0.17,-0.8,0.4,0.15
VWA8,428,0.23,0.27,0.8,0.4,0.15
ADRB2,269,0.31,0.36,0.8,0.4,0.15
MAML2,754,0.27,0.32,0.8,0.4,0.15
N4BP2L2,1922,-0.19,0.22,-0.8,0.4,0.15
NPIPA1,237,-0.67,0.79,-0.8,0.4,0.15
LRRFIP1,6160,-0.11,0.13,-0.8,0.4,0.15
ADAT2,99,-0.54,0.63,-0.8,0.4,0.15
DYNC1I2,1623,0.14,0.17,0.8,0.4,0.14
USP40,178,-0.28,0.33,-0.8,0.4,0.14
OSTF1,2667,-0.11,0.13,-0.8,0.4,0.14
SLC39A1,911,-0.15,0.17,-0.8,0.4,0.14
RPL17P7,282,0.16,0.19,0.8,0.4,0.14
DNAJC8,2591,0.1,0.12,0.8,0.4,0.14
CC2D1B,433,-0.27,0.32,-0.8,0.4,0.14
SUDS3,855,0.11,0.12,0.8,0.4,0.14
UBQLN4,566,0.12,0.14,0.8,0.4,0.14
SH3BP5.AS1,622,-0.51,0.6,-0.8,0.4,0.14
BTK,1977,-0.17,0.2,-0.8,0.4,0.14
SNPH,153,0.34,0.4,0.8,0.4,0.14
UBE2I,2411,0.1,0.12,0.8,0.4,0.14
USF2,2154,-0.17,0.2,-0.8,0.4,0.14
SBDS,767,0.12,0.14,0.8,0.4,0.14
GIGYF1,766,-0.46,0.55,-0.8,0.4,0.14
TFB2M,236,0.2,0.24,0.8,0.4,0.14
KLC2,115,-0.26,0.31,-0.8,0.4,0.14
PRR14,462,-0.26,0.31,-0.8,0.4,0.14
CYB5R3,1192,-0.18,0.22,-0.8,0.4,0.14
PNN,1521,-0.34,0.4,-0.8,0.4,0.14
MTMR4,549,-0.21,0.25,-0.8,0.4,0.14
INTS8,989,-0.12,0.14,-0.8,0.4,0.14
C6orf120,859,-0.12,0.14,-0.8,0.4,0.14
ZNF267,542,-0.16,0.19,-0.8,0.4,0.14
CPNE1,1657,0.17,0.2,0.8,0.4,0.14
ZNF260,330,0.31,0.36,0.8,0.4,0.14
VRK3,689,0.18,0.21,0.8,0.4,0.14
SUPT20H,885,0.15,0.18,0.8,0.4,0.14
CXCR1,73,0.66,0.78,0.8,0.4,0.14
FADS1,385,-0.26,0.3,-0.8,0.4,0.14
ZNF83,457,-0.48,0.57,-0.8,0.4,0.14
STX6,905,-0.15,0.18,-0.8,0.4,0.14
CUL4B,1532,0.13,0.15,0.8,0.4,0.14
CLP1,197,0.2,0.24,0.8,0.4,0.14
FIS1,1063,-0.17,0.2,-0.8,0.4,0.14
PLEKHM2,742,-0.22,0.26,-0.8,0.4,0.14
CEP20,870,0.13,0.15,0.8,0.4,0.14
TESPA1,1490,0.31,0.37,0.8,0.4,0.14
DCAF4,124,0.25,0.3,0.8,0.4,0.14
TADA2A,205,0.21,0.25,0.8,0.4,0.14
CAMKMT,75,0.22,0.26,0.8,0.4,0.14
SNAP23,2892,0.16,0.19,0.8,0.4,0.14
PAIP2B,159,0.44,0.53,0.8,0.4,0.14
CHUK,705,0.13,0.15,0.8,0.4,0.14
PTPN23,397,-0.24,0.28,-0.8,0.4,0.14
CD83,271,-0.36,0.42,-0.8,0.4,0.14
ARLN,3154,0.09,0.1,0.8,0.4,0.14
VTA1,1252,0.14,0.17,0.8,0.4,0.14
CNTRL,788,-0.36,0.43,-0.8,0.4,0.14
RTL6,492,0.22,0.26,0.8,0.4,0.14
SMURF1,236,-0.22,0.26,-0.8,0.4,0.14
AAGAB,899,0.11,0.14,0.8,0.4,0.14
UXS1,1026,0.21,0.25,0.8,0.4,0.14
TGOLN2,5912,0.17,0.2,0.8,0.4,0.14
RGL4,140,0.3,0.35,0.8,0.4,0.14
TMCO4,215,0.15,0.17,0.8,0.4,0.14
DIP2B,983,0.18,0.22,0.8,0.4,0.14
SYNC,856,-0.23,0.27,-0.8,0.4,0.14
DDX3X,10046,-0.16,0.19,-0.8,0.39,0.14
KDM1B,1270,-0.16,0.19,-0.8,0.39,0.14
CTCF,1498,0.16,0.2,0.8,0.39,0.14
FIG4,744,-0.17,0.2,-0.8,0.39,0.14
TRIM44,3028,0.27,0.32,0.8,0.39,0.14
DUSP22,1291,-0.16,0.19,-0.8,0.39,0.14
WDR46,699,-0.13,0.15,-0.8,0.39,0.14
SUGT1P3.1,113,-0.37,0.44,-0.8,0.39,0.14
WIZ,249,-0.22,0.26,-0.8,0.39,0.14
DCUN1D1,918,0.19,0.22,0.8,0.39,0.14
NCOA1,1619,0.15,0.18,0.8,0.39,0.14
SEZ6L,100,-0.3,0.36,-0.8,0.39,0.14
AP1B1,1498,-0.16,0.2,-0.8,0.39,0.14
PIP5K1B,93,0.23,0.28,0.8,0.39,0.14
DDX50,1134,0.1,0.12,0.8,0.39,0.14
RPS13,20700,0.14,0.16,0.8,0.39,0.14
PHC1,1205,-0.2,0.24,-0.8,0.39,0.14
HECA,2817,0.14,0.16,0.8,0.39,0.14
ACVR1,385,-0.2,0.25,-0.8,0.39,0.14
CCDC18,67,-0.54,0.65,-0.8,0.39,0.14
LRRC41,491,0.12,0.15,0.8,0.39,0.14
EPHB2,131,-0.46,0.55,-0.8,0.39,0.14
HAUS2,388,0.18,0.21,0.8,0.39,0.14
PPM1B,1324,0.16,0.2,0.8,0.39,0.14
TMEM168,475,-0.17,0.2,-0.8,0.39,0.14
UBC,7896,0.12,0.15,0.8,0.39,0.14
PRKCA,1006,0.27,0.33,0.8,0.39,0.14
ANTXR2,1997,-0.18,0.21,-0.8,0.39,0.14
KBTBD6,131,0.38,0.46,0.8,0.39,0.14
DPEP2,684,-0.23,0.28,-0.8,0.39,0.14
ADO,461,-0.18,0.22,-0.8,0.39,0.14
MAK16,300,0.17,0.21,0.8,0.39,0.14
DNAL4,154,0.17,0.2,0.8,0.39,0.14
GCC1,426,-0.15,0.18,-0.8,0.39,0.14
PRCP,3178,-0.17,0.2,-0.8,0.39,0.14
ORC5,216,0.27,0.33,0.8,0.39,0.14
B3GNT2,696,0.26,0.32,0.8,0.39,0.14
APBA3,204,-0.19,0.23,-0.8,0.39,0.14
CHRAC1,907,0.16,0.19,0.8,0.39,0.14
NSD2,429,-0.21,0.26,-0.8,0.39,0.14
INVS,206,0.22,0.27,0.8,0.39,0.14
SNRPA1,405,-0.19,0.22,-0.8,0.39,0.14
HNRNPU,9972,0.08,0.1,0.8,0.39,0.14
METTL21A,372,0.13,0.15,0.8,0.39,0.14
TESC,332,-0.29,0.34,-0.8,0.39,0.14
FOXP3,109,0.41,0.49,0.8,0.39,0.14
CHERP,505,-0.23,0.28,-0.8,0.39,0.14
KLRF1,964,0.52,0.62,0.8,0.39,0.14
BLTP2,2959,-0.17,0.2,-0.8,0.39,0.14
AQR,1183,-0.12,0.14,-0.8,0.39,0.14
NSUN2,1175,-0.13,0.15,-0.8,0.39,0.14
ERCC8,271,-0.15,0.18,-0.8,0.39,0.14
MYL6,13822,-0.19,0.22,-0.8,0.39,0.14
GPR55,143,0.49,0.59,0.8,0.39,0.14
NMT1,1819,0.17,0.21,0.8,0.39,0.14
CTDSPL2,1226,0.28,0.34,0.8,0.39,0.14
STRIP1,526,-0.16,0.2,-0.8,0.39,0.14
AKAP13,4828,0.25,0.3,0.8,0.39,0.14
NDUFV2,1117,-0.13,0.16,-0.8,0.39,0.14
MMAA,168,0.25,0.31,0.8,0.39,0.14
SNX3,3519,-0.13,0.16,-0.8,0.39,0.14
U2SURP,1816,-0.14,0.16,-0.8,0.39,0.14
ZNF875,236,0.24,0.29,0.8,0.39,0.14
MCRIP2,137,-0.31,0.38,-0.8,0.39,0.14
MSANTD7,314,0.2,0.24,0.8,0.39,0.14
AGA,488,0.21,0.26,0.8,0.39,0.14
BICRA,169,-0.26,0.31,-0.8,0.39,0.14
POLR3H,375,-0.15,0.18,-0.8,0.39,0.14
MYBL2,66,0.45,0.55,0.8,0.39,0.14
BTN3A3,2013,0.19,0.23,0.8,0.39,0.14
TARS1,1151,0.16,0.19,0.8,0.39,0.14
MTERF2,174,0.24,0.3,0.8,0.39,0.14
RAF1,1959,-0.15,0.18,-0.8,0.39,0.14
RTCA,527,-0.14,0.17,-0.8,0.39,0.14
VAMP1,182,-0.52,0.63,-0.8,0.39,0.14
RPL11,34829,0.14,0.17,0.8,0.39,0.14
UBXN4,2552,-0.09,0.1,-0.8,0.39,0.14
CBR4,378,-0.16,0.19,-0.8,0.39,0.14
PXYLP1,201,0.29,0.35,0.8,0.39,0.14
PSMB4,2622,-0.1,0.12,-0.8,0.39,0.14
COA7,181,-0.22,0.26,-0.8,0.39,0.14
CAMLG,1037,0.13,0.16,0.8,0.39,0.14
KLHDC2,737,0.12,0.15,0.8,0.39,0.14
CMKLR1,641,0.41,0.5,0.8,0.39,0.14
CAPZA2,4861,-0.15,0.18,-0.8,0.39,0.14
UBA52,13657,0.13,0.16,0.8,0.39,0.14
VMA12,478,0.14,0.17,0.8,0.39,0.14
SURF2,507,-0.17,0.2,-0.8,0.39,0.14
DCAF12,1011,-0.13,0.16,-0.8,0.39,0.14
ZNF706,858,-0.12,0.15,-0.8,0.39,0.14
WNK1,3726,0.17,0.2,0.8,0.39,0.14
R3HDM1,586,0.15,0.19,0.8,0.38,0.14
PLA2G4A,135,-0.3,0.36,-0.8,0.38,0.14
LY6E,2385,-0.24,0.3,-0.8,0.38,0.14
RPL41P2,108,0.26,0.32,0.8,0.38,0.14
INTS6,962,0.17,0.2,0.8,0.38,0.14
ZNF75D,348,0.21,0.25,0.8,0.38,0.14
PGPEP1,436,-0.2,0.24,-0.8,0.38,0.14
ZBTB5,256,0.21,0.25,0.8,0.38,0.14
PDCD4,3913,0.19,0.23,0.8,0.38,0.14
ZKSCAN1,1340,0.14,0.17,0.8,0.38,0.14
PRKCSH,3749,0.09,0.11,0.8,0.38,0.14
MTMR10,982,0.13,0.16,0.8,0.38,0.14
PBXIP1,4249,0.25,0.3,0.8,0.38,0.14
EZH1,831,-0.37,0.46,-0.8,0.38,0.14
ADK,593,0.28,0.34,0.8,0.38,0.14
HMBS,127,-0.28,0.35,-0.8,0.38,0.14
RPE,588,0.21,0.26,0.8,0.38,0.14
RABL2B,427,-0.19,0.24,-0.8,0.38,0.14
TMEM14A,103,0.35,0.43,0.8,0.38,0.14
RAP2C,1481,-0.16,0.19,-0.8,0.38,0.14
RAP1B,10968,0.19,0.23,0.8,0.38,0.14
MLLT1,577,-0.17,0.21,-0.8,0.38,0.14
DNAJB14,1522,0.32,0.39,0.8,0.38,0.14
ZNF888,164,-0.27,0.33,-0.8,0.38,0.14
OTUD6B,235,-0.19,0.23,-0.8,0.38,0.14
ARHGAP35,719,0.22,0.27,0.8,0.38,0.14
USP38,941,0.16,0.2,0.8,0.38,0.14
OST4,2921,-0.29,0.35,-0.8,0.38,0.14
MGAT4B,844,-0.25,0.31,-0.8,0.38,0.14
FBXL3,2232,0.2,0.25,0.8,0.38,0.14
XIAP,1020,0.22,0.27,0.8,0.38,0.14
SLC25A36,969,-0.17,0.2,-0.8,0.38,0.14
EHBP1,246,0.24,0.29,0.8,0.38,0.14
GPA33,201,0.47,0.58,0.8,0.38,0.14
MGST3,609,-0.26,0.31,-0.8,0.38,0.14
TEF,199,0.37,0.45,0.8,0.38,0.14
PACS2,400,-0.26,0.33,-0.8,0.38,0.14
ZNF836,130,-0.26,0.32,-0.8,0.38,0.14
IGLC2,890,0.39,0.48,0.8,0.38,0.14
DHX40,1066,0.14,0.17,0.8,0.38,0.14
SH3GLB1,2513,-0.11,0.14,-0.8,0.38,0.14
CHKA,114,-0.28,0.35,-0.8,0.38,0.14
MMP24OS,477,-0.18,0.22,-0.8,0.38,0.14
RPLP1,21772,0.13,0.16,0.8,0.38,0.14
RGS10,2170,-0.25,0.31,-0.8,0.38,0.14
TMEM123,12753,0.22,0.28,0.8,0.38,0.14
FAAP20,283,-0.19,0.23,-0.8,0.38,0.14
DDX42,1901,-0.11,0.14,-0.8,0.38,0.14
BIRC5,28,-0.47,0.58,-0.8,0.38,0.14
TSG101,932,-0.09,0.11,-0.8,0.38,0.14
HMGCS1,612,0.17,0.21,0.8,0.38,0.14
DNAJB9,578,0.19,0.23,0.8,0.38,0.14
YARS1,1115,0.12,0.14,0.8,0.38,0.14
AHCYL1,1657,-0.08,0.1,-0.8,0.38,0.14
MGMT,238,0.28,0.34,0.8,0.38,0.14
GDAP2,415,-0.17,0.2,-0.8,0.38,0.14
TNFRSF13B,57,0.4,0.5,0.8,0.38,0.14
SC5D,330,0.16,0.2,0.8,0.38,0.14
PTK2B,2866,-0.12,0.14,-0.8,0.38,0.14
PRMT7,299,-0.2,0.24,-0.8,0.38,0.14
CSTPP1,131,0.18,0.22,0.8,0.38,0.14
RPL26,29738,0.15,0.19,0.8,0.38,0.14
ZNF131,784,0.18,0.22,0.8,0.38,0.14
SMAD2,1989,0.17,0.21,0.8,0.38,0.14
NOP10,941,-0.12,0.15,-0.8,0.38,0.14
DDI2,871,0.19,0.23,0.8,0.38,0.14
GSTM2,182,-0.54,0.66,-0.8,0.38,0.14
KLRC4.KLRK1,153,0.43,0.53,0.8,0.38,0.14
NRDE2,254,0.2,0.24,0.8,0.38,0.14
POMP,1182,-0.18,0.22,-0.8,0.38,0.14
MZT2A,240,-0.19,0.23,-0.8,0.38,0.14
SGO2,78,0.25,0.31,0.8,0.38,0.14
KIFC2,145,-0.74,0.91,-0.8,0.38,0.14
DHTKD1,331,-0.11,0.14,-0.8,0.38,0.14
SGTA,481,0.13,0.16,0.8,0.38,0.14
PRPSAP2,730,0.21,0.26,0.8,0.38,0.14
PDE4DIP,804,0.18,0.22,0.8,0.38,0.14
CDK13,935,0.11,0.14,0.8,0.38,0.14
UBE2B,1295,-0.18,0.22,-0.8,0.38,0.14
TACC3,1120,-0.18,0.22,-0.8,0.38,0.14
RITA1,196,0.22,0.28,0.8,0.38,0.14
ERBB2,110,0.52,0.65,0.8,0.38,0.14
ZNF721,465,0.15,0.19,0.8,0.38,0.14
ZBED1.1,536,-0.51,0.63,-0.8,0.38,0.14
GGNBP2,1509,-0.15,0.18,-0.8,0.38,0.14
SAMD10,66,0.3,0.38,0.8,0.38,0.14
SLC25A16,209,-0.14,0.18,-0.8,0.38,0.14
VBP1,1178,0.13,0.16,0.8,0.38,0.14
IDI1,1152,0.13,0.17,0.8,0.38,0.14
UBAP2,267,0.17,0.21,0.8,0.38,0.14
UFC1,1922,0.13,0.16,0.8,0.38,0.14
FAN1,278,-0.29,0.37,-0.8,0.38,0.14
EDEM1,2148,0.15,0.18,0.8,0.37,0.13
SMG6,348,0.22,0.27,0.8,0.37,0.13
HTATSF1,1504,0.14,0.18,0.8,0.37,0.13
BRD8,492,-0.23,0.28,-0.8,0.37,0.13
ABCD3,686,-0.19,0.24,-0.8,0.37,0.13
HAPLN3,266,-0.36,0.44,-0.8,0.37,0.13
MEMO1,804,-0.15,0.19,-0.8,0.37,0.13
NAALADL1,107,0.22,0.27,0.8,0.37,0.13
ACSS1,1062,0.13,0.17,0.8,0.37,0.13
PDP1,1125,-0.18,0.22,-0.8,0.37,0.13
TUBB,4027,0.15,0.19,0.8,0.37,0.13
DDX55,326,-0.22,0.27,-0.8,0.37,0.13
SHLD2,920,0.13,0.17,0.8,0.37,0.13
HMGN2,8477,-0.09,0.11,-0.8,0.37,0.13
SMG8,317,0.27,0.34,0.8,0.37,0.13
RAP1A,4376,-0.17,0.21,-0.8,0.37,0.13
C1GALT1C1,469,-0.13,0.16,-0.8,0.37,0.13
EIF4G2,15514,0.1,0.12,0.8,0.37,0.13
ELOVL6,106,-0.5,0.62,-0.8,0.37,0.13
TADA3,1296,0.12,0.15,0.8,0.37,0.13
AGAP1,83,0.51,0.64,0.8,0.37,0.13
PDXP,89,-0.71,0.89,-0.8,0.37,0.13
RAB30.DT,86,-0.35,0.44,-0.8,0.37,0.13
WAPL,2055,0.12,0.15,0.8,0.37,0.13
BAG4,431,-0.22,0.28,-0.8,0.37,0.13
TRAT1,1159,0.38,0.47,0.8,0.37,0.13
P2RX4,456,-0.17,0.21,-0.8,0.37,0.13
INO80B.WBP1,57,1.57,1.96,0.8,0.37,0.13
ANKRD26,110,-0.31,0.39,-0.8,0.37,0.13
WDR20,362,0.2,0.25,0.8,0.37,0.13
DOK2,2872,-0.14,0.18,-0.8,0.37,0.13
POGLUT1,525,-0.13,0.17,-0.8,0.37,0.13
BBS9,223,0.22,0.28,0.8,0.37,0.13
TBRG1,774,-0.2,0.25,-0.8,0.37,0.13
SLC5A6,212,-0.18,0.23,-0.8,0.37,0.13
RCE1,129,-0.17,0.21,-0.8,0.37,0.13
PAQR7,177,-0.26,0.33,-0.8,0.37,0.13
ZCCHC3,665,0.18,0.23,0.8,0.37,0.13
PKM,14193,-0.17,0.21,-0.8,0.37,0.13
MAGT1,1971,0.13,0.16,0.8,0.37,0.13
WASL,166,0.17,0.21,0.8,0.37,0.13
COPB1,2364,0.11,0.13,0.8,0.37,0.13
LARP1B,216,-0.16,0.2,-0.8,0.37,0.13
CDR2,644,0.33,0.42,0.8,0.37,0.13
WDR5B.DT,249,-0.15,0.19,-0.8,0.37,0.13
RARS2,534,-0.11,0.14,-0.8,0.37,0.13
ISCA1,954,0.17,0.21,0.8,0.37,0.13
IL24,146,0.31,0.39,0.8,0.37,0.13
UBE2M,655,-0.1,0.13,-0.8,0.37,0.13
EIF5,3252,0.16,0.21,0.8,0.37,0.13
MBTD1,629,-0.13,0.16,-0.8,0.37,0.13
FBXO42,551,0.13,0.16,0.8,0.37,0.13
SYNE2,1046,0.37,0.47,0.8,0.37,0.13
SAR1A,1735,0.13,0.16,0.8,0.37,0.13
BRAP,522,0.15,0.19,0.8,0.37,0.13
MPV17,416,-0.17,0.21,-0.8,0.37,0.13
EEF1E1,286,-0.17,0.22,-0.8,0.37,0.13
PNKD,597,-0.15,0.19,-0.8,0.37,0.13
FXR2,348,-0.17,0.21,-0.8,0.37,0.13
NARS2,208,0.25,0.32,0.8,0.37,0.13
GID4,313,0.12,0.16,0.8,0.37,0.13
RPL37,28856,0.14,0.18,0.8,0.37,0.13
HAUS6,486,0.21,0.27,0.8,0.37,0.13
CAMK2G,666,0.16,0.2,0.8,0.37,0.13
NCAM1,333,0.58,0.73,0.8,0.37,0.13
ANAPC1,688,0.21,0.27,0.8,0.37,0.13
PPP1R35,153,-0.26,0.33,-0.8,0.37,0.13
INTS1,523,-0.29,0.37,-0.8,0.37,0.13
ADGRE1,892,-0.23,0.29,-0.8,0.37,0.13
RPS27L,933,-0.16,0.2,-0.8,0.37,0.13
ARL17A,297,0.24,0.3,0.8,0.37,0.13
ZNF121,416,-0.35,0.44,-0.8,0.37,0.13
SULT1A4,55,-0.75,0.94,-0.8,0.37,0.13
ZNF584.DT,88,0.47,0.59,0.8,0.37,0.13
IGLL5,234,0.4,0.5,0.8,0.37,0.13
ATP5MC2,3127,-0.14,0.18,-0.8,0.37,0.13
NLRC5,1595,-0.33,0.41,-0.8,0.37,0.13
STXBP5,645,0.14,0.18,0.8,0.37,0.13
NSMF,383,-0.21,0.26,-0.8,0.37,0.13
CTDSP2,5150,0.17,0.22,0.8,0.37,0.13
SPIN3,161,-0.32,0.4,-0.8,0.37,0.13
UQCRC1,1508,-0.13,0.16,-0.8,0.37,0.13
BUD23,604,0.11,0.14,0.8,0.37,0.13
PPIL2,682,-0.19,0.24,-0.8,0.37,0.13
