symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
POT1.AS1,14,0.267,0.4,0.7,0.3,0.02
RPL8,38466,0.267,0.1,2.1,1.45,0.2
RPS19,23815,0.267,0.2,1.7,1.03,0.13
RWDD1,1519,0.267,0.1,2.2,1.55,0.23
SNRPB,2658,0.267,0.1,2.4,1.84,0.29
TMEM191A.1,47,0.267,0.2,1.2,0.65,0.07
TYROBP,5274,0.267,0.3,0.9,0.44,0.05
UBAC1,481,0.267,0.1,1.8,1.15,0.15
YJEFN3,15,0.267,0.8,0.4,0.14,0.01
AFG2B,104,0.266,0.1,2.1,1.43,0.2
CBR1,623,0.266,0.2,1.3,0.68,0.08
CD109,60,0.266,0.3,0.9,0.42,0.04
CDC42BPG,31,0.266,0.3,0.9,0.41,0.04
CFAP184,27,0.266,0.2,1.3,0.7,0.08
GPX7,303,0.266,0.2,1.4,0.81,0.1
IGHV5.10.1,38,0.266,2.1,0.1,0.05,0
IKBKGP1,45,0.266,0.6,0.5,0.19,0.01
IRGM,7,0.266,0.4,0.7,0.29,0.02
LINC00243,55,0.266,0.4,0.7,0.34,0.03
MRPL12,502,0.266,0.2,1.8,1.12,0.14
MRPL15,709,0.266,0.2,1.6,0.96,0.12
PARD3,48,0.266,0.4,0.7,0.3,0.02
PDLIM7,164,0.266,0.2,1.4,0.77,0.09
RNF141,1343,0.266,0.2,1.6,0.96,0.11
SPDYE2,7,0.266,1.3,0.2,0.08,0.01
STX7,2490,0.266,0.2,1.3,0.68,0.08
TMEM262,12,0.266,0.8,0.3,0.14,0.01
ATF4,2866,0.265,0.2,1.6,0.95,0.11
ATP10D,486,0.265,0.2,1.6,0.93,0.11
DNAAF2,354,0.265,0.1,1.9,1.27,0.17
LINC02981,7,0.265,0.5,0.6,0.25,0.02
MAPKAPK5.AS1,570,0.265,0.1,2.2,1.57,0.23
NCS1,4,0.265,0.7,0.4,0.15,0.01
RPLP2,24969,0.265,0.2,1.5,0.91,0.11
S100A1,4,0.265,1.3,0.2,0.08,0.01
THOC7,1159,0.265,0.1,2.3,1.68,0.25
ZNF658B,9,0.265,2.3,0.1,0.04,0
ADAMDEC1,17,0.264,0.5,0.5,0.23,0.02
HSPBAP1,242,0.264,0.2,1.7,1.05,0.13
NDUFAB1,773,0.264,0.1,2,1.39,0.19
PLK2,30,0.264,0.6,0.4,0.18,0.01
PUSL1,72,0.264,0.2,1.5,0.88,0.1
RNF181,760,0.264,0.2,1.6,0.96,0.12
SLC25A14,97,0.264,0.2,1.4,0.8,0.1
ZNF516.AS1,7,0.264,0.6,0.4,0.18,0.01
ZNF596,35,0.264,0.2,1.2,0.66,0.07
ZNF844,148,0.264,0.2,1.1,0.58,0.06
ATP13A3.DT,21,0.263,0.5,0.5,0.22,0.02
CCDC13.AS2,24,0.263,0.4,0.6,0.28,0.02
CCDC90B,896,0.263,0.1,1.9,1.23,0.16
EIF5A2,252,0.263,0.2,1.2,0.64,0.07
FNBP4,851,0.263,0.4,0.7,0.32,0.03
IQCN,33,0.263,0.5,0.5,0.23,0.02
SNTG2,4,0.263,0.7,0.4,0.15,0.01
SULT1A1,746,0.263,0.3,0.8,0.4,0.04
ZFP2,10,0.263,0.4,0.6,0.29,0.02
ZNF431,362,0.263,0.2,1.5,0.91,0.11
B4GALT1.AS1,22,0.262,0.3,0.8,0.35,0.03
C2orf76,152,0.262,0.1,1.8,1.14,0.15
RNF31,582,0.262,0.2,1.6,0.98,0.12
TMEM126A,393,0.262,0.1,2.1,1.48,0.21
CKS1B,312,0.261,0.2,1.2,0.62,0.07
COA1,681,0.261,0.2,1.5,0.85,0.1
EEF1A1,656043,0.261,0.1,2.1,1.45,0.2
HDHD5,534,0.261,0.1,1.8,1.14,0.15
IFT56,32,0.261,0.3,0.8,0.36,0.03
KLHL34,15,0.261,0.4,0.7,0.29,0.02
METTL1,71,0.261,0.2,1.3,0.7,0.08
PGBD1,21,0.261,0.3,0.8,0.4,0.04
RPL32P16,4,0.261,0.6,0.4,0.17,0.01
RPLP0P6,91,0.261,0.2,1.4,0.8,0.09
RPLP1,31773,0.261,0.1,1.8,1.18,0.15
SCARF1,90,0.261,0.4,0.6,0.29,0.02
SLC29A2,29,0.261,0.4,0.7,0.32,0.03
SMYD5,294,0.261,0.2,1.2,0.66,0.07
TRNAU1AP,419,0.261,0.1,2,1.3,0.17
ZNF626,181,0.261,0.3,0.9,0.45,0.05
AUP1,1344,0.26,0.1,2.2,1.5,0.21
C2orf74,224,0.26,0.2,1.1,0.55,0.06
CD74,68697,0.26,0.2,1.3,0.68,0.08
CGN,5,0.26,0.6,0.4,0.17,0.01
CRAT37,6,0.26,0.7,0.4,0.14,0.01
FAIM2,3,0.26,1,0.3,0.1,0.01
INTS6.AS1,42,0.26,0.3,0.9,0.46,0.05
PRELID1,3106,0.26,0.2,1.3,0.74,0.08
RPL23AP42,498,0.26,0.2,1.5,0.9,0.11
SNHG21,30,0.26,0.4,0.7,0.3,0.02
SNRPD3,1963,0.26,0.1,2.6,2.05,0.35
TMEM225B,9,0.26,0.4,0.7,0.31,0.02
ZNF605,89,0.26,0.3,1,0.52,0.05
ALDH8A1,6,0.259,0.7,0.4,0.15,0.01
CCDC32,498,0.259,0.2,1.3,0.69,0.08
CD1C,708,0.259,0.4,0.7,0.33,0.03
COA8,463,0.259,0.1,2.2,1.57,0.23
GGCX,543,0.259,0.2,1.6,0.98,0.12
HNMT,751,0.259,0.3,0.8,0.38,0.03
NR2F6,49,0.259,0.3,0.8,0.4,0.04
RPL7AP50,6,0.259,0.5,0.6,0.24,0.02
SENP3,683,0.259,0.1,2.1,1.47,0.21
THUMPD3,753,0.259,0.2,1.5,0.92,0.11
ZBTB20,85,0.259,0.3,0.9,0.46,0.05
ZNF208,30,0.259,0.5,0.5,0.23,0.02
ACRBP,263,0.258,0.4,0.6,0.25,0.02
B3GNT8,61,0.258,0.3,0.8,0.4,0.04
CCDC107,346,0.258,0.1,1.8,1.18,0.15
ICA1,54,0.258,0.2,1,0.53,0.05
IGSF22,13,0.258,0.6,0.4,0.17,0.01
LPAR1,87,0.258,0.4,0.6,0.28,0.02
MACORIS,6,0.258,0.5,0.5,0.23,0.02
MEA1,976,0.258,0.1,2.4,1.78,0.28
MED30,281,0.258,0.1,2.3,1.67,0.24
NOPCHAP1,304,0.258,0.2,1.4,0.83,0.1
PSMA7,3167,0.258,0.1,2.1,1.47,0.21
RAD51.AS1,51,0.258,0.4,0.6,0.27,0.02
TRAPPC2B,116,0.258,0.2,1.3,0.74,0.08
VASP,4613,0.258,0.2,1.4,0.79,0.09
ZNF143,555,0.258,0.1,2.5,1.94,0.3
ZNF317,564,0.258,0.1,1.9,1.28,0.17
ZNF606,92,0.258,0.2,1.3,0.7,0.08
ZUP1,172,0.258,0.1,1.9,1.21,0.16
CLEC3B,24,0.257,0.4,0.6,0.25,0.02
GRIPAP1,530,0.257,0.2,1.3,0.72,0.08
HEXIM2.AS1,171,0.257,0.2,1.2,0.64,0.07
IPP,104,0.257,0.3,1,0.51,0.05
LINC03021,3,0.257,1,0.2,0.1,0.01
MAPK8IP3,303,0.257,0.6,0.4,0.16,0.01
MRPL24,586,0.257,0.1,2.4,1.79,0.28
NUP85,338,0.257,0.2,1.6,0.97,0.12
PSMA1,2658,0.257,0.1,2.2,1.57,0.23
RHOBTB2.AS1,103,0.257,0.3,1,0.47,0.05
RPSAP19,6,0.257,0.5,0.5,0.2,0.01
SAT2,692,0.257,0.2,1.4,0.82,0.1
TBPL1,585,0.257,0.1,1.8,1.14,0.15
TMEM144,37,0.257,0.5,0.5,0.23,0.02
TMEM14C,1151,0.257,0.2,1.3,0.68,0.08
AP5Z1,355,0.256,0.1,1.8,1.15,0.15
AR,10,0.256,0.5,0.5,0.19,0.01
DCTPP1,570,0.256,0.2,1.6,0.93,0.11
DRAP1,1748,0.256,0.1,1.8,1.12,0.14
DYRK4,191,0.256,0.2,1.6,1,0.12
RMDN1,725,0.256,0.2,1.5,0.89,0.11
SPCS2P4,9,0.256,0.4,0.7,0.32,0.03
TEN1,250,0.256,0.2,1.6,0.95,0.11
THAP3,177,0.256,0.1,1.8,1.18,0.15
TMEM38A,68,0.256,0.3,0.9,0.43,0.04
ZNF599,56,0.256,0.2,1.1,0.57,0.06
ATP8B1.AS1,327,0.255,0.2,1.3,0.69,0.08
CAMKMT,86,0.255,0.1,1.9,1.26,0.17
CCL28,170,0.255,0.2,1.1,0.57,0.06
FCGRT,2696,0.255,0.2,1.1,0.55,0.06
IDNK,164,0.255,0.2,1.5,0.88,0.1
PTPRN2,133,0.255,0.3,0.9,0.43,0.04
RASAL1,18,0.255,0.4,0.6,0.26,0.02
RIDA,185,0.255,0.2,1.3,0.74,0.08
SYNE2,1266,0.255,0.3,1,0.5,0.05
TLE6,3,0.255,0.8,0.3,0.13,0.01
XAF1,955,0.255,0.3,0.7,0.34,0.03
YRDC,275,0.255,0.1,2.3,1.65,0.24
ARHGAP27P1.BPTFP1.KPNA2P3,95,0.254,0.6,0.4,0.18,0.01
C17orf75,228,0.254,0.1,1.9,1.23,0.16
CARD8.AS1,956,0.254,0.2,1.6,0.94,0.11
CDS1,8,0.254,0.4,0.6,0.25,0.02
CHD9,737,0.254,0.1,1.9,1.24,0.16
NPIPB6,5,0.254,0.7,0.4,0.14,0.01
PHF5A,778,0.254,0.2,1.6,0.92,0.11
RRP7A,863,0.254,0.1,1.8,1.14,0.15
SPOCK3,5,0.254,0.8,0.3,0.12,0.01
STOML2,733,0.254,0.1,1.8,1.1,0.14
TNFRSF14,1774,0.254,0.1,2.9,2.49,0.49
AP4S1,235,0.253,0.1,1.8,1.15,0.15
AURKC,3,0.253,0.7,0.4,0.15,0.01
COL8A2,62,0.253,0.3,0.8,0.35,0.03
FAM151B.DT,45,0.253,0.4,0.6,0.27,0.02
GPN2,276,0.253,0.2,1.5,0.84,0.1
H2BC11,177,0.253,0.5,0.5,0.21,0.01
PHKG1,214,0.253,0.2,1.4,0.76,0.09
PRDM8,113,0.253,0.2,1.1,0.59,0.07
RCC2.AS1,52,0.253,0.4,0.6,0.26,0.02
SH3TC1,435,0.253,0.2,1.2,0.63,0.07
SPAG1,73,0.253,0.4,0.7,0.32,0.03
TCERG1,608,0.253,0.2,1.5,0.85,0.1
TCN2,280,0.253,0.5,0.6,0.24,0.02
TJP2,326,0.253,0.3,0.9,0.46,0.05
TRUB2,288,0.253,0.1,1.9,1.22,0.16
UBR5,1601,0.253,0.1,1.9,1.22,0.16
WNK3,3,0.253,0.7,0.4,0.14,0.01
ZNF8.DT,66,0.253,0.3,0.9,0.41,0.04
CCDC112,241,0.252,0.2,1.3,0.73,0.08
LINC03020,5,0.252,1.1,0.2,0.09,0.01
MTERF1,315,0.252,0.1,1.7,1.08,0.14
PLD2,119,0.252,0.4,0.7,0.3,0.02
POLR2J,768,0.252,0.1,2.5,1.92,0.3
PRDX5,2149,0.252,0.1,1.7,1.05,0.13
RPS9,29218,0.252,0.1,1.8,1.12,0.14
ARMCX6,457,0.251,0.1,1.9,1.23,0.16
C18orf32,1527,0.251,0.1,1.9,1.22,0.16
COG3,538,0.251,0.1,1.9,1.2,0.15
CPLANE1,97,0.251,0.3,1,0.48,0.05
CTRL,20,0.251,0.7,0.3,0.14,0.01
DCTN3,918,0.251,0.2,1.5,0.87,0.1
ETFA,1484,0.251,0.2,1.7,1.02,0.13
GCNT2,126,0.251,0.2,1,0.52,0.05
HAUS1,620,0.251,0.2,1.5,0.92,0.11
LINC00471,8,0.251,0.5,0.5,0.2,0.01
LINC02878,5,0.251,0.6,0.4,0.17,0.01
LY6E.DT,12,0.251,0.6,0.4,0.18,0.01
NUTF2,1060,0.251,0.1,2.4,1.77,0.27
SCARNA10,5,0.251,0.8,0.3,0.13,0.01
TATDN3,446,0.251,0.1,2.1,1.5,0.21
ZMAT1,161,0.251,0.4,0.7,0.32,0.03
GKAP1,57,0.25,0.2,1.1,0.55,0.06
KMT2B,437,0.25,0.3,1,0.5,0.05
LENG9,42,0.25,0.3,0.9,0.46,0.05
METTL17,310,0.25,0.2,1.2,0.62,0.07
RRAS,380,0.25,0.3,0.9,0.44,0.05
RYR1,113,0.25,0.2,1.1,0.56,0.06
CDKN1C,502,0.249,0.5,0.5,0.22,0.02
DSCR9,17,0.249,0.4,0.6,0.28,0.02
EMILIN2,1763,0.249,0.3,0.8,0.36,0.03
LAYN,18,0.249,0.5,0.5,0.23,0.02
NDUFA8,502,0.249,0.1,1.9,1.26,0.17
PRCP,3174,0.249,0.2,1.4,0.83,0.1
RSKR,40,0.249,0.5,0.5,0.21,0.01
STK16,442,0.249,0.1,1.8,1.12,0.14
XPA,389,0.249,0.1,2.9,2.41,0.46
ZNF337.AS1,57,0.249,0.5,0.5,0.23,0.02
CFAP418,46,0.248,0.3,1,0.48,0.05
GEMIN6,374,0.248,0.2,1.4,0.77,0.09
GTF2IRD2,127,0.248,0.3,0.8,0.36,0.03
HECW2.AS1,79,0.248,0.3,0.7,0.33,0.03
PHPT1,528,0.248,0.2,1.4,0.82,0.1
PTBP2,221,0.248,0.3,1,0.47,0.05
RPL10P9,457,0.248,0.8,0.3,0.12,0.01
TMEM18,609,0.248,0.1,2.2,1.54,0.22
TSGA10IP,3,0.248,0.8,0.3,0.13,0.01
DMTN,509,0.247,0.2,1,0.5,0.05
DNAJB6P1,8,0.247,0.4,0.6,0.25,0.02
ELANE,6,0.247,0.7,0.3,0.14,0.01
PGLYRP2,3,0.247,0.9,0.3,0.11,0.01
RINL,519,0.247,0.2,1.4,0.78,0.09
DENND4B,1111,0.246,0.3,0.9,0.46,0.05
LAMTOR2,629,0.246,0.1,1.7,1.02,0.13
MAL,1065,0.246,0.3,0.9,0.44,0.04
MCRIP1,622,0.246,0.1,2.4,1.74,0.26
MIR17HG,4,0.246,0.7,0.4,0.14,0.01
MYPOP,91,0.246,0.1,1.8,1.11,0.14
NAPRT,403,0.246,0.2,1.2,0.64,0.07
NELFE,973,0.246,0.1,2.3,1.71,0.26
PSMB8,4803,0.246,0.2,1.4,0.78,0.09
SEMA6A,5,0.246,0.7,0.4,0.15,0.01
SNX3,4018,0.246,0.1,1.8,1.13,0.15
TCF7L2,374,0.246,0.4,0.6,0.28,0.02
TRIM10,10,0.246,0.6,0.4,0.16,0.01
WBP4,241,0.246,0.1,1.9,1.2,0.15
ZNF75A,227,0.246,0.2,1.3,0.73,0.08
C12orf60,23,0.245,0.4,0.6,0.25,0.02
LRP6,47,0.245,0.3,0.7,0.32,0.03
MIEN1,632,0.245,0.1,2.2,1.59,0.23
MTCO2P12,42,0.245,0.5,0.5,0.21,0.01
PHACTR1,248,0.245,0.4,0.6,0.24,0.02
RELL2,73,0.245,0.2,1.1,0.55,0.06
RSL1D1,4315,0.245,0.1,2,1.38,0.19
SBDSP1,17,0.245,1.9,0.1,0.05,0
SNHG19,85,0.245,0.2,1.2,0.66,0.07
ST3GAL3,117,0.245,0.2,1.3,0.74,0.08
UCK2,192,0.245,0.2,1.2,0.63,0.07
ZNF232,106,0.245,0.2,1.5,0.85,0.1
ZNF821,75,0.245,0.2,1.2,0.62,0.07
ACKR2,5,0.244,0.6,0.4,0.18,0.01
ATP9A,123,0.244,0.3,0.7,0.33,0.03
CERS5,641,0.244,0.1,1.7,1.06,0.13
MTFR1L,627,0.244,0.1,1.8,1.1,0.14
RCL1,188,0.244,0.2,1.2,0.62,0.07
RGCC,361,0.244,0.3,1,0.47,0.05
RNF207,11,0.244,0.6,0.4,0.17,0.01
RPL26L1,324,0.244,0.2,1.4,0.79,0.09
SLC25A13,166,0.244,0.2,1,0.5,0.05
SYNC,1058,0.244,0.1,1.6,0.99,0.12
TMEM191B,8,0.244,0.6,0.4,0.16,0.01
ACER3,564,0.243,0.3,1,0.48,0.05
ACSF2,201,0.243,0.2,1.1,0.54,0.06
BOLA1,121,0.243,0.2,1.6,0.96,0.12
CLIP2,153,0.243,0.3,0.9,0.46,0.05
DLGAP1.AS6,29,0.243,0.4,0.6,0.24,0.02
ENDOD1,771,0.243,0.2,1.2,0.66,0.07
FAM151B,30,0.243,0.4,0.6,0.24,0.02
HLA.F.AS1,174,0.243,0.3,0.9,0.42,0.04
LPAR3,21,0.243,0.6,0.4,0.16,0.01
MNDA,8062,0.243,0.3,0.7,0.32,0.03
PTPN13,41,0.243,0.4,0.7,0.3,0.02
SEMA4B,491,0.243,0.2,1.1,0.56,0.06
TBC1D22A.DT,42,0.243,0.3,0.9,0.45,0.05
TMEM117,38,0.243,0.3,0.9,0.4,0.04
UBQLN1.AS1,18,0.243,0.3,0.7,0.33,0.03
ZNF439,96,0.243,0.3,0.9,0.45,0.05
ADCY4,15,0.242,0.8,0.3,0.12,0.01
ATP6V1G1,3680,0.242,0.1,1.7,1.02,0.13
CD300E,2745,0.242,0.3,0.7,0.32,0.03
LINC00222,3,0.242,0.9,0.3,0.1,0.01
LRRC27,83,0.242,0.3,0.9,0.45,0.05
MMACHC,178,0.242,0.4,0.7,0.29,0.02
NCF1,1704,0.242,0.3,0.9,0.45,0.05
NOL8,593,0.242,0.2,1.6,0.96,0.12
RBM28,253,0.242,0.2,1.5,0.89,0.11
ZNF511,351,0.242,0.1,2.2,1.56,0.23
ATRAID,1475,0.241,0.1,2.1,1.5,0.21
CAMTA2.AS1,21,0.241,0.5,0.5,0.23,0.02
CPAP,64,0.241,0.4,0.6,0.24,0.02
CYP2R1,171,0.241,0.2,1.3,0.74,0.08
DDX3Y,1223,0.241,1.1,0.2,0.08,0.01
DROSHA,536,0.241,0.2,1.5,0.91,0.11
FIG4,735,0.241,0.2,1.6,0.95,0.11
KIT,48,0.241,0.4,0.6,0.28,0.02
KLRB1,2498,0.241,0.2,1.1,0.57,0.06
LRRC69,4,0.241,0.8,0.3,0.12,0.01
LTO1,194,0.241,0.2,1.3,0.69,0.08
MDM4,741,0.241,0.3,0.8,0.4,0.04
MUTYH,131,0.241,0.2,1.1,0.56,0.06
PRKY.1,245,0.241,1.1,0.2,0.08,0.01
RBM45,194,0.241,0.2,1.2,0.64,0.07
RPL12,38563,0.241,0.2,1.5,0.91,0.11
RPLP0P9,38,0.241,0.2,1.1,0.54,0.06
SEM1,1213,0.241,0.2,1.5,0.85,0.1
UBE2E2,340,0.241,0.2,1.1,0.55,0.06
ETV5,14,0.24,0.6,0.4,0.16,0.01
H3C1,5,0.24,0.6,0.4,0.16,0.01
ILKAP,456,0.24,0.1,2.7,2.14,0.37
KCTD6,196,0.24,0.2,1.3,0.72,0.08
METRN,37,0.24,0.2,1.1,0.59,0.07
MRPL34,645,0.24,0.1,1.6,0.96,0.12
POU6F1,86,0.24,0.3,0.8,0.37,0.03
PROX2,5,0.24,0.6,0.4,0.16,0.01
SRRM2,3815,0.24,0.2,1.2,0.63,0.07
ST3GAL6,196,0.24,0.3,0.8,0.37,0.03
SUGP2,378,0.24,0.3,0.7,0.33,0.03
TYMP,3579,0.24,0.3,0.7,0.33,0.03
WASH5P.1,109,0.24,0.6,0.4,0.17,0.01
CD300C,463,0.239,0.3,0.8,0.36,0.03
CP,49,0.239,0.9,0.3,0.1,0.01
GRK5,537,0.239,0.1,1.9,1.23,0.16
IMP3,1073,0.239,0.1,1.7,1.08,0.14
LINC01918,4,0.239,0.8,0.3,0.12,0.01
MRPS7,899,0.239,0.1,1.8,1.15,0.15
POLR2H,374,0.239,0.1,1.7,1.05,0.13
SFT2D1,703,0.239,0.1,1.6,0.97,0.12
SNRNP25,311,0.239,0.1,1.6,0.95,0.11
TEN1.CDK3,20,0.239,0.5,0.5,0.2,0.01
TMEM126B,923,0.239,0.2,1.6,0.95,0.11
ZNF157,6,0.239,0.4,0.5,0.23,0.02
BTG3,137,0.238,0.2,1.4,0.81,0.1
DTX2P1.UPK3BP1.PMS2P11,21,0.238,0.4,0.6,0.25,0.02
FGD2,940,0.238,0.3,0.9,0.42,0.04
FRG1,976,0.238,0.1,2,1.39,0.19
IL21R.AS1,26,0.238,0.6,0.4,0.15,0.01
LGALS2,1316,0.238,0.4,0.6,0.27,0.02
MRPS6,922,0.238,0.1,1.9,1.25,0.16
NDUFS5,1891,0.238,0.2,1.6,0.93,0.11
NXT1,363,0.238,0.2,1.5,0.89,0.11
ABCB6,37,0.237,0.3,0.7,0.33,0.03
DNAJC19,504,0.237,0.1,1.7,1.08,0.14
FKBP14.AS1,13,0.237,0.4,0.6,0.27,0.02
MIIP,253,0.237,0.2,1.6,0.93,0.11
MIR1302.9HG,4,0.237,0.8,0.3,0.12,0.01
PAIP1P2,3,0.237,0.6,0.4,0.15,0.01
RPS25,37660,0.237,0.2,1.6,0.92,0.11
DLGAP5,46,0.236,0.5,0.5,0.22,0.02
EXOSC8,504,0.236,0.1,2,1.38,0.19
IER5,1447,0.236,0.2,1.2,0.66,0.07
NDUFB8,1740,0.236,0.1,1.8,1.19,0.15
PDCD5,555,0.236,0.1,2,1.35,0.18
RFNG,185,0.236,0.2,1.5,0.87,0.1
TCEA2,126,0.236,0.1,1.8,1.12,0.14
TXNL4B,341,0.236,0.1,1.8,1.17,0.15
UQCRB,6654,0.236,0.1,2,1.29,0.17
CCDC142,69,0.235,0.4,0.6,0.28,0.02
CES1,1131,0.235,0.6,0.4,0.16,0.01
HEXD,175,0.235,0.2,1.4,0.8,0.09
INPPL1,879,0.235,0.3,0.8,0.36,0.03
KIAA1586,214,0.235,0.2,1.6,0.93,0.11
MRPS14,541,0.235,0.2,1.3,0.7,0.08
NDUFB10,1019,0.235,0.1,2.1,1.39,0.2
NIPSNAP3A,736,0.235,0.2,1.1,0.56,0.06
PLIN3,1010,0.235,0.2,1.1,0.53,0.05
PSMD13,2649,0.235,0.1,2.1,1.5,0.21
SCML2,24,0.235,0.3,0.8,0.35,0.03
SNAPIN,649,0.235,0.2,1.6,0.92,0.11
TSPAN3,1318,0.235,0.3,0.7,0.34,0.03
AKAP1.DT,32,0.234,0.2,1,0.53,0.05
BUD31,1166,0.234,0.2,1.5,0.87,0.1
CCHCR1,77,0.234,0.3,0.8,0.37,0.03
CCZ1,953,0.234,0.2,1.2,0.61,0.07
CLCA4.AS1,16,0.234,0.4,0.6,0.26,0.02
EIF2AK3.DT,41,0.234,0.3,0.8,0.39,0.04
ETFB,776,0.234,0.1,1.7,1.09,0.14
GCFC2,350,0.234,0.2,1.5,0.88,0.1
HEYL,3,0.234,0.7,0.3,0.13,0.01
LINC02284,33,0.234,0.5,0.5,0.19,0.01
RPL21P93,10,0.234,0.4,0.6,0.28,0.02
SLC3A1,23,0.234,0.6,0.4,0.16,0.01
SMARCD3,455,0.234,0.3,0.8,0.35,0.03
TBC1D1,1414,0.234,0.1,2,1.35,0.18
UBXN11,462,0.234,0.3,0.7,0.32,0.03
ZFAND2B,333,0.234,0.1,2.2,1.57,0.23
CISD3,315,0.233,0.2,1.3,0.73,0.08
COX18,371,0.233,0.1,1.9,1.25,0.16
CYP3A5,90,0.233,0.1,1.6,0.99,0.12
FABP5,305,0.233,0.3,0.8,0.4,0.04
FANK1,12,0.233,0.5,0.5,0.2,0.01
FCGR2B,583,0.233,0.4,0.6,0.27,0.02
LUC7L3,1287,0.233,0.2,1.2,0.62,0.07
MRPL16,653,0.233,0.1,2.1,1.39,0.2
NFKBIA,1400,0.233,0.2,0.9,0.46,0.05
PCCA.DT,10,0.233,0.5,0.5,0.22,0.02
RBMX2,556,0.233,0.1,1.8,1.16,0.15
RPS20P14,8,0.233,0.4,0.6,0.29,0.02
SELENOM,162,0.233,0.2,1.5,0.9,0.11
TFEB,558,0.233,0.2,1.3,0.74,0.08
USF3,726,0.233,0.2,1.4,0.78,0.09
WASH6P,128,0.233,0.8,0.3,0.12,0.01
ZNF107,477,0.233,0.3,0.8,0.37,0.03
BPTF,968,0.232,0.1,1.6,0.95,0.11
FBXO6,355,0.232,0.3,0.8,0.37,0.03
KIAA0753,116,0.232,0.3,0.8,0.38,0.03
NUDT17,50,0.232,0.2,1.2,0.64,0.07
RPS24,41816,0.232,0.1,2.4,1.84,0.28
SHROOM1,69,0.232,0.5,0.5,0.21,0.01
SLC25A18,9,0.232,0.4,0.6,0.28,0.02
SRSF3,7736,0.232,0.1,1.8,1.19,0.15
TATDN1,475,0.232,0.1,1.8,1.16,0.15
TTF1,279,0.232,0.1,1.6,0.94,0.11
CERCAM,30,0.231,0.4,0.6,0.27,0.02
HEIH,739,0.231,0.2,1.3,0.71,0.08
HMGB1P6,746,0.231,0.2,1.2,0.62,0.07
MARS1,1035,0.231,0.1,1.9,1.26,0.16
MRPS21,1060,0.231,0.1,1.8,1.17,0.15
MRTO4,449,0.231,0.1,1.7,1.07,0.13
NKAPP1.1,33,0.231,0.3,0.7,0.33,0.03
NLGN3,18,0.231,0.3,0.7,0.34,0.03
NOXA1,11,0.231,0.4,0.5,0.23,0.02
TMEM161B.DT,130,0.231,0.2,1.1,0.57,0.06
TRBV7.4,3,0.231,0.7,0.3,0.14,0.01
ZNF236.DT,32,0.231,0.3,0.7,0.31,0.02
ANKRD23,29,0.23,0.5,0.5,0.2,0.01
AQP11,4,0.23,0.6,0.4,0.17,0.01
ATP6V1F,1290,0.23,0.2,1.5,0.87,0.1
BMERB1,47,0.23,0.3,0.8,0.37,0.03
C3,75,0.23,0.5,0.5,0.19,0.01
COPS5,1092,0.23,0.1,2.1,1.43,0.2
DLEU1,228,0.23,0.2,1.2,0.65,0.07
GAREM2,24,0.23,0.5,0.5,0.19,0.01
GOLGA7B,165,0.23,0.2,1.1,0.54,0.06
JAM3,165,0.23,0.3,0.8,0.35,0.03
LRRC56,14,0.23,0.4,0.5,0.23,0.02
NME2,3916,0.23,0.1,1.8,1.13,0.14
RPL6,38785,0.23,0.1,2.1,1.47,0.21
SKAP1,1979,0.23,0.2,1.3,0.7,0.08
SLC12A2.DT,351,0.23,0.1,2.4,1.78,0.28
ACYP2,219,0.229,0.1,1.8,1.16,0.15
AGAP5,15,0.229,0.9,0.3,0.1,0.01
AGMAT,143,0.229,0.2,1.1,0.56,0.06
COX11,720,0.229,0.1,1.7,1.07,0.13
EEF1G,58925,0.229,0.2,1.5,0.86,0.1
MAGEF1,354,0.229,0.2,1.4,0.81,0.1
MANEA.DT,43,0.229,0.3,0.9,0.44,0.04
MT.TS1,131,0.229,0.5,0.5,0.19,0.01
NEURL1,100,0.229,0.4,0.6,0.28,0.02
PARM1,141,0.229,0.4,0.6,0.28,0.02
PARP3,125,0.229,0.2,1.3,0.72,0.08
PHTF2,752,0.229,0.2,1.5,0.83,0.1
PMS1,263,0.229,0.2,1.3,0.72,0.08
RASGEF1B,279,0.229,0.3,0.7,0.31,0.03
RNF144B,838,0.229,0.3,0.7,0.3,0.02
SGSM2,270,0.229,0.3,0.7,0.34,0.03
TMEM208,380,0.229,0.2,1.4,0.77,0.09
ZCCHC9,493,0.229,0.1,2,1.29,0.17
AOAH,4124,0.228,0.3,0.7,0.33,0.03
ARGLU1,1718,0.228,0.2,1,0.47,0.05
CD180,1187,0.228,0.3,0.7,0.33,0.03
COX6A1,2092,0.228,0.1,1.6,0.92,0.11
IDI2.AS1,9,0.228,0.8,0.3,0.11,0.01
PDCD6.DT,10,0.228,0.4,0.5,0.23,0.02
RPL37A,39758,0.228,0.1,1.7,1.01,0.12
SCLT1,362,0.228,0.2,1.1,0.54,0.06
SMYD2,483,0.228,0.1,2.3,1.63,0.24
TCF12.DT,49,0.228,0.2,1.4,0.81,0.1
THAP7.AS1,47,0.228,0.3,0.9,0.43,0.04
ZNF566.AS1,15,0.228,0.3,0.7,0.32,0.03
ZNF704,5,0.228,0.6,0.4,0.16,0.01
BAZ1A,1293,0.227,0.2,1.4,0.78,0.09
CDK1,71,0.227,0.3,0.7,0.33,0.03
