symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
XPR1,638,-0.14,0.11,-1.3,0.69,0.4
CMAHP.1,248,-0.27,0.21,-1.3,0.69,0.4
CAPZA1,7244,0.12,0.09,1.3,0.69,0.4
FMNL2,109,-0.36,0.29,-1.3,0.69,0.4
TIMP1,1638,0.26,0.21,1.3,0.69,0.4
ANKRD26,98,-0.3,0.23,-1.3,0.69,0.4
TRAF1,494,-0.29,0.23,-1.3,0.69,0.4
NUDT16L2P.1,134,-0.32,0.25,-1.3,0.69,0.4
GPS1,856,0.08,0.06,1.3,0.69,0.4
FBRS,1244,-0.16,0.13,-1.3,0.69,0.4
RAB28,332,0.11,0.09,1.3,0.69,0.4
CIAPIN1,720,0.11,0.09,1.3,0.69,0.4
PRR29,93,-0.18,0.14,-1.3,0.69,0.4
MTRFR,421,0.24,0.19,1.3,0.69,0.4
STAG3,64,0.5,0.4,1.3,0.69,0.4
PLAGL1,204,-0.32,0.25,-1.3,0.69,0.4
PSMG4,125,0.17,0.14,1.3,0.69,0.4
WDR48,787,-0.18,0.14,-1.3,0.69,0.4
FCF1,1033,-0.19,0.15,-1.3,0.69,0.4
NUP42,338,-0.13,0.1,-1.3,0.69,0.4
GTPBP8,254,0.14,0.11,1.3,0.69,0.4
PIP4K2C,403,-0.14,0.11,-1.3,0.69,0.4
NUDT9,339,0.09,0.07,1.3,0.69,0.4
SNX25,208,0.29,0.23,1.3,0.69,0.4
NUS1,2088,0.08,0.06,1.3,0.69,0.4
TFDP2,382,0.25,0.2,1.3,0.69,0.4
PRR5,289,0.25,0.19,1.3,0.69,0.4
TAF9B,473,0.17,0.13,1.3,0.69,0.4
BPNT2,1503,-0.11,0.09,-1.3,0.69,0.4
ZC3H8,225,0.17,0.14,1.3,0.69,0.4
ABCD2,443,0.31,0.25,1.3,0.69,0.4
ATP10A,345,-0.23,0.18,-1.3,0.69,0.4
BIRC6,1645,-0.14,0.11,-1.3,0.69,0.4
TCEANC2,310,-0.14,0.11,-1.3,0.69,0.4
UBAP2,259,-0.11,0.09,-1.3,0.69,0.4
RIT1,1017,-0.15,0.12,-1.3,0.69,0.4
WDFY4,849,0.29,0.23,1.3,0.68,0.4
ZCCHC8,472,-0.14,0.11,-1.3,0.68,0.4
GCA,2342,-0.29,0.23,-1.3,0.68,0.4
OSGEPL1,148,0.2,0.16,1.3,0.68,0.4
WDR6,1213,-0.15,0.12,-1.3,0.68,0.4
CDADC1,141,0.2,0.16,1.3,0.68,0.4
GDE1,1255,-0.14,0.11,-1.3,0.68,0.4
RAB5IF,2023,0.21,0.16,1.3,0.68,0.4
ZNF702P.1,73,-0.46,0.36,-1.3,0.68,0.4
ZNF467,457,-0.31,0.24,-1.3,0.68,0.4
ITPKC,122,-0.18,0.14,-1.3,0.68,0.4
ABCB10,576,-0.13,0.1,-1.3,0.68,0.4
ARL6IP6,473,0.19,0.15,1.3,0.68,0.4
ZNF493,285,-0.22,0.17,-1.3,0.68,0.4
AFG3L2,736,-0.13,0.1,-1.3,0.68,0.4
DIP2A,680,-0.29,0.23,-1.3,0.68,0.4
LYSET,312,0.12,0.1,1.3,0.68,0.4
RECQL5,196,-0.28,0.23,-1.3,0.68,0.4
CDR2,737,0.25,0.2,1.3,0.68,0.4
STX12,1028,-0.16,0.13,-1.3,0.68,0.4
PGAP1,104,-0.32,0.26,-1.3,0.68,0.4
TUFM,2230,0.12,0.09,1.3,0.68,0.4
GMPS,1097,0.1,0.08,1.3,0.68,0.4
BMPR2,841,-0.14,0.11,-1.3,0.68,0.4
CERS6,742,-0.18,0.15,-1.3,0.68,0.4
RNF125,1206,-0.14,0.11,-1.3,0.68,0.4
PTER,383,-0.17,0.14,-1.3,0.68,0.4
MCTP2,419,-0.25,0.2,-1.3,0.68,0.4
RAB5B,2485,-0.15,0.12,-1.3,0.68,0.4
DHRS13,115,0.3,0.24,1.3,0.68,0.4
ZNF267,511,-0.17,0.13,-1.3,0.68,0.4
SSX2IP,329,-0.21,0.16,-1.3,0.68,0.4
ZNF431,380,-0.18,0.14,-1.3,0.68,0.4
IRF2BP2,3253,-0.18,0.15,-1.3,0.68,0.4
TAX1BP1,2724,-0.11,0.09,-1.3,0.68,0.4
PYCR2,1232,0.12,0.1,1.3,0.68,0.4
BRD3OS,462,0.16,0.13,1.3,0.68,0.4
GFI1,250,0.36,0.29,1.3,0.68,0.4
ZNF85,121,0.3,0.24,1.3,0.68,0.4
HNRNPH2,2583,-0.11,0.09,-1.3,0.68,0.4
RNF149,2227,-0.21,0.17,-1.3,0.68,0.4
JUP,543,-0.51,0.41,-1.3,0.68,0.4
GMDS,240,0.11,0.09,1.3,0.68,0.4
MPDU1.AS1,75,0.26,0.21,1.3,0.68,0.39
VPS35L,757,-0.11,0.09,-1.3,0.68,0.39
TOR1A,1112,0.1,0.08,1.3,0.68,0.39
AKAP8L,666,-0.18,0.15,-1.3,0.68,0.39
LTBP1,209,-0.54,0.43,-1.3,0.68,0.39
AGO3,460,-0.25,0.2,-1.3,0.68,0.39
KMT2D,1103,-0.23,0.18,-1.3,0.68,0.39
THAP6,189,-0.16,0.12,-1.3,0.68,0.39
THRB.AS2,376,-0.57,0.46,-1.3,0.68,0.39
PI4K2A,385,-0.12,0.1,-1.3,0.68,0.39
STARD7,3662,0.09,0.08,1.3,0.68,0.39
CA2,659,-0.52,0.42,-1.3,0.68,0.39
ARPC3,11495,0.17,0.14,1.3,0.68,0.39
MED18,206,0.26,0.2,1.3,0.68,0.39
TMEM229B,484,-0.16,0.13,-1.3,0.68,0.39
UBR7,863,0.15,0.12,1.2,0.67,0.39
TTC13,411,-0.29,0.23,-1.2,0.67,0.39
KLHL2,366,-0.16,0.13,-1.2,0.67,0.39
RTF2,2263,0.08,0.06,1.2,0.67,0.39
DCBLD1,110,-0.24,0.19,-1.2,0.67,0.39
ESAM,193,-0.5,0.4,-1.2,0.67,0.39
SUV39H1,173,0.15,0.12,1.2,0.67,0.39
UBA5,512,0.12,0.09,1.2,0.67,0.39
TOPBP1,699,-0.19,0.16,-1.2,0.67,0.39
OPA1,1317,-0.12,0.09,-1.2,0.67,0.39
TMEM198B.1,140,-0.3,0.24,-1.2,0.67,0.39
CNDP2,2499,-0.14,0.11,-1.2,0.67,0.39
DLAT,696,0.14,0.11,1.2,0.67,0.39
CLEC12A,2183,-0.45,0.36,-1.2,0.67,0.39
C8orf33,637,0.13,0.1,1.2,0.67,0.39
ACY1,93,0.17,0.14,1.2,0.67,0.39
ITGB1,13008,0.19,0.15,1.2,0.67,0.39
S100A4,21574,0.23,0.19,1.2,0.67,0.39
OAS3,1719,-0.42,0.34,-1.2,0.67,0.39
TRIM22,4738,-0.25,0.2,-1.2,0.67,0.39
METTL17,334,-0.27,0.22,-1.2,0.67,0.39
SMAD2,1906,-0.13,0.11,-1.2,0.67,0.39
PABPC4,3107,-0.12,0.1,-1.2,0.67,0.39
UGP2,2833,0.11,0.09,1.2,0.67,0.39
CAD,392,-0.19,0.16,-1.2,0.67,0.39
EFCAB7,79,0.21,0.17,1.2,0.67,0.39
PLXND1,925,-0.27,0.21,-1.2,0.67,0.39
MED15,905,-0.15,0.12,-1.2,0.67,0.39
AQP9,1005,-0.48,0.38,-1.2,0.67,0.39
CCNH,565,0.16,0.13,1.2,0.67,0.39
CSNK2B,1393,0.09,0.07,1.2,0.67,0.39
GP1BA,125,-0.51,0.41,-1.2,0.67,0.39
MLLT11,95,0.2,0.16,1.2,0.67,0.39
CHID1,338,0.12,0.09,1.2,0.67,0.39
DENND1A,581,-0.25,0.2,-1.2,0.67,0.39
ZNF669,116,0.23,0.19,1.2,0.67,0.39
PLB1,175,-0.32,0.26,-1.2,0.67,0.39
ZNF791,331,-0.16,0.12,-1.2,0.67,0.39
ZEB1,290,-0.24,0.19,-1.2,0.67,0.39
CEP135,300,-0.18,0.15,-1.2,0.67,0.39
IGF2R,3327,-0.16,0.13,-1.2,0.67,0.39
USP24,1749,-0.16,0.13,-1.2,0.67,0.39
LINC00342,54,-0.72,0.58,-1.2,0.67,0.39
GCSAM,454,0.27,0.21,1.2,0.67,0.39
ZNF501,73,0.37,0.29,1.2,0.67,0.39
BABAM2,560,0.09,0.07,1.2,0.67,0.39
PEA15,2645,-0.19,0.15,-1.2,0.67,0.39
FNBP1,3795,-0.16,0.13,-1.2,0.67,0.39
INO80D,598,-0.19,0.15,-1.2,0.67,0.39
LSG1,551,-0.17,0.14,-1.2,0.67,0.39
IDE,584,-0.09,0.08,-1.2,0.67,0.39
SUGT1P3.1,103,-0.26,0.21,-1.2,0.67,0.39
HACE1,143,-0.18,0.15,-1.2,0.67,0.39
BPI,101,-0.51,0.41,-1.2,0.67,0.39
HYCC1,759,0.18,0.14,1.2,0.67,0.39
LY96,529,0.32,0.26,1.2,0.67,0.39
USP25,1331,-0.14,0.11,-1.2,0.67,0.39
NBN,1353,-0.09,0.07,-1.2,0.67,0.39
MEPCE,741,-0.17,0.14,-1.2,0.67,0.39
FAM169A,111,-0.34,0.27,-1.2,0.67,0.39
SLC4A2,476,-0.28,0.23,-1.2,0.67,0.39
LARP7,742,-0.18,0.15,-1.2,0.67,0.39
RUFY2,111,-0.25,0.2,-1.2,0.67,0.39
LMBRD1,1670,0.11,0.09,1.2,0.66,0.39
ZNF439,102,-0.25,0.2,-1.2,0.66,0.39
WARS2.AS1,91,-0.28,0.22,-1.2,0.66,0.39
KPNA3,1316,0.12,0.1,1.2,0.66,0.39
ARL17B,94,-0.41,0.33,-1.2,0.66,0.39
RFNG,197,-0.22,0.18,-1.2,0.66,0.39
ZBTB10,287,-0.22,0.18,-1.2,0.66,0.39
GPR132,319,-0.11,0.09,-1.2,0.66,0.39
LRIG2,281,-0.24,0.2,-1.2,0.66,0.39
ZNF350,259,-0.12,0.1,-1.2,0.66,0.39
RAD51C,188,0.18,0.14,1.2,0.66,0.39
CAAP1,419,0.15,0.12,1.2,0.66,0.39
NINJ1,605,-0.24,0.2,-1.2,0.66,0.39
SRP72,2801,0.11,0.09,1.2,0.66,0.39
PRKRIP1,328,-0.16,0.13,-1.2,0.66,0.39
GABPA,1272,-0.16,0.13,-1.2,0.66,0.39
TAF3,372,-0.12,0.1,-1.2,0.66,0.39
UBE2F,1263,0.13,0.11,1.2,0.66,0.39
KIF2A,3561,-0.19,0.16,-1.2,0.66,0.39
USO1,1803,0.09,0.07,1.2,0.66,0.39
BIRC3,4201,0.32,0.26,1.2,0.66,0.39
ZNF398,293,-0.12,0.1,-1.2,0.66,0.39
H3.3A,16713,0.17,0.14,1.2,0.66,0.39
ABCB4,72,0.6,0.49,1.2,0.66,0.39
RASSF5,4994,-0.13,0.11,-1.2,0.66,0.39
BST1,1165,-0.36,0.3,-1.2,0.66,0.39
ERAP1,2751,-0.17,0.14,-1.2,0.66,0.39
PPFIBP2,235,-0.23,0.19,-1.2,0.66,0.39
SMUG1,193,0.2,0.16,1.2,0.66,0.39
RTL5,97,-0.35,0.28,-1.2,0.66,0.39
NUP188,562,-0.18,0.15,-1.2,0.66,0.39
EPSTI1,1331,0.42,0.34,1.2,0.66,0.38
SLCO3A1,756,-0.19,0.15,-1.2,0.66,0.38
NOP14,614,-0.11,0.09,-1.2,0.66,0.38
FZR1,332,-0.16,0.13,-1.2,0.66,0.38
ACO1,250,-0.17,0.14,-1.2,0.66,0.38
BSG,3402,0.1,0.08,1.2,0.66,0.38
ABHD16A,494,-0.16,0.13,-1.2,0.66,0.38
NAA40,226,-0.18,0.14,-1.2,0.66,0.38
CCDC92,557,-0.19,0.15,-1.2,0.66,0.38
SEMA7A,73,0.29,0.24,1.2,0.66,0.38
SECTM1,1392,-0.33,0.27,-1.2,0.66,0.38
PPIP5K2,1250,-0.16,0.13,-1.2,0.66,0.38
CRACR2A,261,-0.21,0.17,-1.2,0.66,0.38
NMI,1647,0.22,0.18,1.2,0.66,0.38
CD164,9902,0.13,0.11,1.2,0.66,0.38
TEF,180,-0.27,0.22,-1.2,0.66,0.38
ATP6V0E2,546,0.2,0.17,1.2,0.66,0.38
SMIM15,915,0.16,0.13,1.2,0.66,0.38
TICAM2,360,-0.39,0.32,-1.2,0.66,0.38
RPL6P27,188,0.19,0.15,1.2,0.66,0.38
GPATCH1,172,-0.19,0.16,-1.2,0.66,0.38
OST4,3283,0.22,0.18,1.2,0.66,0.38
NFIA,89,-0.28,0.23,-1.2,0.66,0.38
ATP8B1.AS1,315,0.19,0.15,1.2,0.66,0.38
GDAP1,99,0.23,0.19,1.2,0.66,0.38
MIR646HG,80,-0.37,0.31,-1.2,0.66,0.38
CDPF1,106,0.23,0.19,1.2,0.66,0.38
ITPR3,294,-0.36,0.29,-1.2,0.66,0.38
MFN2,1423,-0.1,0.08,-1.2,0.65,0.38
NDUFAF6,106,0.21,0.17,1.2,0.65,0.38
FXN,259,0.12,0.1,1.2,0.65,0.38
SLC25A22,152,-0.18,0.15,-1.2,0.65,0.38
ATP1A1.AS1,127,-0.24,0.19,-1.2,0.65,0.38
PHACTR2,501,-0.22,0.18,-1.2,0.65,0.38
TP53RK,574,0.21,0.17,1.2,0.65,0.38
ZCCHC17,787,0.15,0.12,1.2,0.65,0.38
DUSP7,651,-0.14,0.12,-1.2,0.65,0.38
HAUS5,124,-0.31,0.26,-1.2,0.65,0.38
PKM,13588,-0.14,0.11,-1.2,0.65,0.38
NSF,891,-0.11,0.09,-1.2,0.65,0.38
MRPS30,651,0.12,0.1,1.2,0.65,0.38
CST7,1690,0.33,0.27,1.2,0.65,0.38
LTV1,533,0.08,0.06,1.2,0.65,0.38
SELP,207,-0.52,0.42,-1.2,0.65,0.38
PTGER4,942,-0.18,0.15,-1.2,0.65,0.38
LINC01232,124,0.25,0.21,1.2,0.65,0.38
POR,601,-0.17,0.14,-1.2,0.65,0.38
PTPN7,775,0.19,0.16,1.2,0.65,0.38
DCTD,972,0.09,0.08,1.2,0.65,0.38
LIN52,244,0.18,0.15,1.2,0.65,0.38
MSL3,1844,-0.1,0.08,-1.2,0.65,0.38
ZNF121,375,-0.27,0.23,-1.2,0.65,0.38
TJP2,352,-0.28,0.23,-1.2,0.65,0.38
ERO1A,1786,-0.11,0.09,-1.2,0.65,0.38
GLT8D1,632,0.1,0.08,1.2,0.65,0.38
CNPY3,3297,-0.16,0.13,-1.2,0.65,0.38
EIF3M,4102,0.1,0.08,1.2,0.65,0.38
GUCD1,1325,0.16,0.13,1.2,0.65,0.38
ZNRF2,908,0.14,0.12,1.2,0.65,0.38
EIF3D,5313,0.09,0.07,1.2,0.65,0.38
KCNN4,165,0.26,0.21,1.2,0.65,0.38
RELL2,80,-0.31,0.26,-1.2,0.65,0.38
IDS,4184,-0.11,0.09,-1.2,0.65,0.38
STAP1,464,0.49,0.41,1.2,0.65,0.38
IGSF9B,139,-0.38,0.32,-1.2,0.65,0.38
ZNF529,187,-0.2,0.16,-1.2,0.65,0.38
DDI2,831,-0.14,0.12,-1.2,0.65,0.38
TAB1,418,-0.09,0.07,-1.2,0.65,0.38
NFKBIB,284,0.12,0.1,1.2,0.65,0.38
RO60,908,-0.12,0.1,-1.2,0.65,0.38
PDE12,686,0.16,0.13,1.2,0.65,0.38
MED12,480,-0.13,0.11,-1.2,0.65,0.38
GOLGA8O,177,-0.48,0.4,-1.2,0.65,0.38
OS9.AS1,123,-0.59,0.49,-1.2,0.65,0.38
SDR42E1,110,0.36,0.3,1.2,0.65,0.38
CLU,2005,-0.56,0.47,-1.2,0.65,0.38
ZNF566,140,0.23,0.19,1.2,0.64,0.38
PMAIP1,330,0.26,0.21,1.2,0.64,0.38
CCR5AS,103,0.27,0.23,1.2,0.64,0.38
UBE2K,1854,0.1,0.09,1.2,0.64,0.38
WDR41,712,-0.17,0.14,-1.2,0.64,0.38
DAPK3,244,-0.11,0.09,-1.2,0.64,0.37
GANAB,4121,-0.1,0.08,-1.2,0.64,0.37
CNNM2,345,-0.24,0.2,-1.2,0.64,0.37
ATPAF2,218,-0.18,0.15,-1.2,0.64,0.37
PIGV,206,0.21,0.18,1.2,0.64,0.37
RGPD8,208,-0.24,0.2,-1.2,0.64,0.37
TRAV29DV5,115,0.37,0.31,1.2,0.64,0.37
ZNF528,153,-0.22,0.18,-1.2,0.64,0.37
CTSK,73,-0.41,0.34,-1.2,0.64,0.37
PPP1R37,119,-0.28,0.23,-1.2,0.64,0.37
ANAPC4,448,-0.13,0.11,-1.2,0.64,0.37
EDEM2,662,0.1,0.09,1.2,0.64,0.37
XRCC3,69,-0.29,0.24,-1.2,0.64,0.37
THAP12,2932,0.13,0.11,1.2,0.64,0.37
KIR2DS4,92,-0.74,0.61,-1.2,0.64,0.37
CRTC1,259,-0.15,0.12,-1.2,0.64,0.37
ATP6V0A2,599,-0.13,0.11,-1.2,0.64,0.37
MIR22HG,164,-0.42,0.35,-1.2,0.64,0.37
ALDH1B1,159,0.2,0.17,1.2,0.64,0.37
IKBIP,577,-0.17,0.14,-1.2,0.64,0.37
SDAD1,992,-0.12,0.1,-1.2,0.64,0.37
LINC01215,692,0.32,0.27,1.2,0.64,0.37
PYGO2,1012,0.14,0.12,1.2,0.64,0.37
OSGEP,582,0.15,0.12,1.2,0.64,0.37
DIS3L,563,-0.13,0.11,-1.2,0.64,0.37
MIEF1,889,-0.13,0.11,-1.2,0.64,0.37
NAT10,771,-0.13,0.1,-1.2,0.64,0.37
CEP131,73,-0.33,0.27,-1.2,0.64,0.37
CREM,256,0.16,0.14,1.2,0.64,0.37
CTDP1,500,-0.09,0.07,-1.2,0.64,0.37
DDX51,210,-0.28,0.23,-1.2,0.64,0.37
POMT1,202,-0.22,0.19,-1.2,0.64,0.37
VPS33A,1035,0.11,0.09,1.2,0.64,0.37
OSBPL3,412,-0.19,0.16,-1.2,0.64,0.37
TBCCD1,210,0.11,0.09,1.2,0.64,0.37
SOCS4,419,-0.15,0.12,-1.2,0.64,0.37
PLBD1.AS1,85,-0.43,0.36,-1.2,0.64,0.37
GADD45B,543,-0.17,0.14,-1.2,0.64,0.37
STARD4.AS1,160,-0.23,0.19,-1.2,0.64,0.37
PITPNC1,1424,0.16,0.13,1.2,0.64,0.37
ABTB3,281,-0.19,0.16,-1.2,0.64,0.37
PSPC1,806,0.1,0.09,1.2,0.63,0.37
RYR1,106,0.28,0.23,1.2,0.63,0.37
MGME1,415,0.15,0.12,1.2,0.63,0.37
OSBPL7,126,-0.35,0.3,-1.2,0.63,0.37
RNF146,519,-0.15,0.12,-1.2,0.63,0.37
PTPN9,848,-0.13,0.11,-1.2,0.63,0.37
IRAG2,1066,-0.09,0.08,-1.2,0.63,0.37
CEMIP2,1242,-0.19,0.16,-1.2,0.63,0.37
MRPS9,410,0.12,0.1,1.2,0.63,0.37
CYB561D1,544,-0.14,0.12,-1.2,0.63,0.37
RMND5A,1367,-0.1,0.08,-1.2,0.63,0.37
VIM,28528,-0.19,0.16,-1.2,0.63,0.37
STEAP4,400,-0.48,0.4,-1.2,0.63,0.37
SIGLEC10,1126,-0.27,0.22,-1.2,0.63,0.37
ANP32E,2651,0.19,0.16,1.2,0.63,0.37
PTPRK,140,0.61,0.51,1.2,0.63,0.37
MIAT,324,-0.75,0.63,-1.2,0.63,0.37
SPRED1,155,-0.32,0.27,-1.2,0.63,0.37
PAM16,80,0.24,0.2,1.2,0.63,0.37
CIAO3,157,-0.19,0.16,-1.2,0.63,0.37
TRIM26,1026,-0.09,0.07,-1.2,0.63,0.37
PGM1,563,0.12,0.1,1.2,0.63,0.37
PIAS4,266,-0.19,0.16,-1.2,0.63,0.37
NUDCD1,431,0.13,0.11,1.2,0.63,0.37
ZNFX1,1094,-0.15,0.12,-1.2,0.63,0.37
VWA8,407,-0.16,0.13,-1.2,0.63,0.37
XRN1,1431,-0.11,0.1,-1.2,0.63,0.37
RBM26,1224,-0.16,0.14,-1.2,0.63,0.37
CSF1R,3648,-0.28,0.23,-1.2,0.63,0.37
MOSMO,177,-0.14,0.11,-1.2,0.63,0.37
ZNF836,147,0.23,0.19,1.2,0.63,0.37
AMBRA1,366,-0.18,0.15,-1.2,0.63,0.37
COPZ1,2377,0.09,0.07,1.2,0.63,0.37
MAP2K6,452,-0.14,0.12,-1.2,0.63,0.37
HEMK2,101,0.25,0.21,1.2,0.63,0.37
ASB13,341,-0.18,0.15,-1.2,0.63,0.37
PRR3,155,-0.13,0.11,-1.2,0.63,0.37
DCAF11,1361,-0.11,0.09,-1.2,0.63,0.37
LINC00649,442,0.28,0.23,1.2,0.63,0.37
TTL,522,-0.14,0.12,-1.2,0.63,0.37
PILRA,1442,-0.29,0.25,-1.2,0.63,0.37
PPIP5K1,184,-0.35,0.29,-1.2,0.63,0.37
TMT1A,2158,0.17,0.14,1.2,0.63,0.37
GOLGA5,564,-0.12,0.1,-1.2,0.63,0.37
DUS1L,758,-0.12,0.1,-1.2,0.63,0.37
GCC2,732,-0.22,0.18,-1.2,0.63,0.36
ERICH1,513,-0.22,0.18,-1.2,0.63,0.36
PPP3CA,1255,-0.13,0.11,-1.2,0.63,0.36
ZNF689,232,-0.15,0.13,-1.2,0.63,0.36
SEL1L,2377,-0.14,0.12,-1.2,0.63,0.36
NREP,263,-0.26,0.22,-1.2,0.63,0.36
ZFYVE27,357,-0.14,0.12,-1.2,0.63,0.36
SLC43A3,842,-0.18,0.16,-1.2,0.63,0.36
FIGNL1,157,0.18,0.16,1.2,0.63,0.36
METTL8,274,0.29,0.25,1.2,0.63,0.36
PDGFD,222,-0.43,0.36,-1.2,0.63,0.36
SIGMAR1,496,0.12,0.11,1.2,0.63,0.36
CCDC65,224,0.2,0.17,1.2,0.62,0.36
RTN1,624,-0.29,0.24,-1.2,0.62,0.36
CBY1,78,0.2,0.17,1.2,0.62,0.36
PGK1,10563,0.14,0.12,1.2,0.62,0.36
RELB,332,-0.15,0.13,-1.2,0.62,0.36
RCC1L,491,0.16,0.13,1.2,0.62,0.36
RNMT,751,-0.15,0.13,-1.2,0.62,0.36
CD300LD.AS1,117,-0.36,0.3,-1.2,0.62,0.36
PUDP,436,-0.17,0.15,-1.2,0.62,0.36
METAP1,1091,0.09,0.08,1.2,0.62,0.36
SLC25A36,928,-0.13,0.11,-1.2,0.62,0.36
GNAS,10381,-0.13,0.11,-1.2,0.62,0.36
FLVCR2,288,-0.28,0.24,-1.2,0.62,0.36
FCRL2,128,0.5,0.43,1.2,0.62,0.36
EGLN2,1230,0.12,0.1,1.2,0.62,0.36
GXYLT1,436,-0.14,0.12,-1.2,0.62,0.36
FNBP4,942,-0.37,0.31,-1.2,0.62,0.36
EIF2B2,331,0.12,0.1,1.2,0.62,0.36
TRMT2A,347,-0.18,0.16,-1.2,0.62,0.36
CDS2,1463,0.12,0.1,1.2,0.62,0.36
ZNF516,426,-0.38,0.32,-1.2,0.62,0.36
ORC3,349,0.11,0.09,1.2,0.62,0.36
RPS6KA3,3665,-0.16,0.13,-1.2,0.62,0.36
MTOR,600,-0.19,0.16,-1.2,0.62,0.36
SCIMP,1733,-0.22,0.19,-1.2,0.62,0.36
ZNF628,74,0.23,0.19,1.2,0.62,0.36
MYO19,236,-0.29,0.25,-1.2,0.62,0.36
GTF2IP1.1,1544,-0.18,0.15,-1.2,0.62,0.36
ATP6V1C2,164,-0.94,0.8,-1.2,0.62,0.36
TMEM192,507,-0.15,0.13,-1.2,0.62,0.36
PGAM1,5370,0.16,0.13,1.2,0.62,0.36
AMN1,105,0.25,0.21,1.2,0.62,0.36
CFAP410,201,-0.2,0.17,-1.2,0.62,0.36
TBCK,263,-0.19,0.16,-1.2,0.62,0.36
TREML1,435,-0.54,0.46,-1.2,0.62,0.36
TARS2,349,-0.09,0.08,-1.2,0.62,0.36
MANBA,1129,-0.18,0.15,-1.2,0.62,0.36
ZFP30,81,-0.24,0.2,-1.2,0.62,0.36
SLC19A1,187,-0.18,0.16,-1.2,0.62,0.36
MTRF1L,384,-0.14,0.12,-1.2,0.62,0.36
RAVER1,458,-0.18,0.16,-1.2,0.62,0.36
ALMS1,285,-0.19,0.16,-1.2,0.62,0.36
NVL,286,-0.14,0.12,-1.2,0.62,0.36
C16orf74,97,0.26,0.22,1.2,0.62,0.36
BRCC3,491,-0.09,0.07,-1.2,0.62,0.36
C22orf46P.1,163,-0.36,0.31,-1.2,0.62,0.36
TNPO3,1054,-0.1,0.08,-1.2,0.62,0.36
SLC38A10,1180,-0.15,0.12,-1.2,0.62,0.36
SEMA3C,146,-0.37,0.31,-1.2,0.62,0.36
MAN1C1,406,-0.23,0.2,-1.2,0.62,0.36
C18orf21,307,0.14,0.12,1.2,0.62,0.36
FAM220A,318,0.15,0.13,1.2,0.62,0.36
RRP7A,834,0.17,0.14,1.2,0.62,0.36
TBRG4,534,-0.14,0.12,-1.2,0.62,0.36
SUSD3,307,0.18,0.15,1.2,0.62,0.36
SDHB,1072,0.12,0.1,1.2,0.62,0.36
CALU,987,-0.16,0.14,-1.2,0.62,0.36
RCSD1,6108,-0.08,0.07,-1.2,0.62,0.36
IL10RB.DT,207,-0.36,0.31,-1.2,0.62,0.36
STARD3NL,911,0.13,0.12,1.2,0.62,0.36
CXXC5,760,0.22,0.18,1.2,0.62,0.36
CYP27A1,579,0.34,0.29,1.2,0.62,0.36
RNF114,1798,0.08,0.07,1.2,0.62,0.36
ICE1,868,-0.12,0.1,-1.2,0.62,0.36
KIF22,480,0.17,0.15,1.2,0.62,0.36
MYD88,3194,-0.19,0.16,-1.2,0.62,0.36
ACBD4,110,-0.18,0.16,-1.2,0.61,0.36
INTS6,920,-0.14,0.12,-1.2,0.61,0.36
LAMTOR2,610,0.15,0.13,1.2,0.61,0.36
UBASH3A,430,0.25,0.21,1.2,0.61,0.36
ZNF202,181,-0.21,0.18,-1.2,0.61,0.36
TRABD,637,-0.17,0.15,-1.2,0.61,0.36
SNHG7,427,0.25,0.21,1.2,0.61,0.36
SYNGAP1,352,-0.27,0.23,-1.2,0.61,0.36
ELP4,358,0.12,0.11,1.2,0.61,0.36
CEP19,118,0.14,0.12,1.2,0.61,0.36
POLG,828,-0.15,0.13,-1.2,0.61,0.36
KLHL3,98,-0.29,0.24,-1.2,0.61,0.36
MSL2,1660,-0.14,0.12,-1.2,0.61,0.36
PHYKPL,775,-0.21,0.18,-1.2,0.61,0.36
VPS16,517,-0.18,0.16,-1.2,0.61,0.36
HCG18,508,0.18,0.15,1.2,0.61,0.36
MTNAP1,325,0.15,0.13,1.2,0.61,0.36
UHRF2,735,-0.23,0.2,-1.2,0.61,0.36
PLAG1,99,-0.35,0.3,-1.2,0.61,0.36
NFX1,745,-0.14,0.12,-1.2,0.61,0.36
CLUH,279,-0.22,0.19,-1.2,0.61,0.36
CEP20,930,0.11,0.09,1.2,0.61,0.36
C1orf216,259,0.15,0.13,1.2,0.61,0.36
FAM168B,1794,-0.14,0.12,-1.2,0.61,0.36
SUPV3L1,263,0.15,0.13,1.2,0.61,0.36
RSL1D1,4470,-0.12,0.11,-1.2,0.61,0.36
EID2,419,0.12,0.11,1.2,0.61,0.36
RMI1,338,0.15,0.12,1.2,0.61,0.36
MFSD4B,122,-0.23,0.19,-1.2,0.61,0.36
TDRKH,175,0.21,0.18,1.2,0.61,0.36
ZNF839,106,-0.25,0.22,-1.2,0.61,0.36
RIPOR2,8861,-0.11,0.09,-1.2,0.61,0.36
KDELR2,1381,0.15,0.13,1.2,0.61,0.36
IP6K1,646,-0.14,0.12,-1.2,0.61,0.36
NPIPB12,153,-0.56,0.48,-1.2,0.61,0.36
ARL2BP,1223,0.16,0.14,1.2,0.61,0.36
LINC03014,125,0.28,0.24,1.2,0.61,0.36
ANKRD52,404,-0.2,0.17,-1.2,0.61,0.35
RABL2B,409,-0.13,0.11,-1.2,0.61,0.35
GABPB1,429,0.11,0.1,1.2,0.61,0.35
