symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NT5DC1,897,0.19,0.09,2,1.39,0.83
ZDHHC5,1501,-0.15,0.07,-2,1.39,0.83
TMOD2,374,-0.39,0.19,-2,1.39,0.83
LCOR,748,-0.3,0.15,-2,1.39,0.83
ATP2A2,1550,-0.23,0.11,-2,1.39,0.83
TMEM179B,511,0.27,0.13,2,1.39,0.83
EIF4G3,648,-0.28,0.14,-2,1.39,0.83
ACTR3,12259,0.2,0.1,2,1.39,0.83
BPHL,93,0.37,0.18,2,1.39,0.83
EMC1,786,-0.18,0.09,-2,1.39,0.83
FGR,4986,-0.45,0.22,-2,1.39,0.83
GPKOW,433,0.2,0.1,2,1.39,0.83
AXIN2,184,-0.47,0.23,-2,1.39,0.83
DIMT1,446,0.2,0.1,2,1.38,0.83
MAIP1,150,0.32,0.16,2,1.38,0.83
ERG28,364,0.27,0.13,2,1.38,0.83
TRAV12.2,212,0.61,0.3,2,1.38,0.83
C12orf75,900,0.42,0.21,2,1.38,0.83
TIFA,711,0.41,0.2,2,1.38,0.83
ATP23,149,0.42,0.21,2,1.38,0.83
RAB40C,137,-0.32,0.16,-2,1.38,0.83
SLC2A13,105,-0.36,0.18,-2,1.38,0.83
CENPK,205,0.74,0.36,2,1.38,0.83
ZC3H3,209,-0.19,0.09,-2,1.38,0.83
HSPA5,7532,0.17,0.08,2,1.38,0.82
PPP1R21,754,0.19,0.09,2,1.38,0.82
FMNL1.DT,155,-1.05,0.52,-2,1.38,0.82
NDUFB2,894,0.27,0.13,2,1.38,0.82
COQ4,244,0.17,0.08,2,1.38,0.82
SLC35E1,843,-0.17,0.08,-2,1.38,0.82
GNAZ,208,-0.81,0.4,-2,1.38,0.82
MBOAT2,107,-0.58,0.29,-2,1.38,0.82
IL2RG,7492,0.39,0.19,2,1.38,0.82
FANCG,114,0.47,0.23,2,1.38,0.82
WAC.AS1,527,-0.32,0.16,-2,1.38,0.82
ZSCAN18,123,-0.43,0.21,-2,1.38,0.82
D2HGDH,70,-0.74,0.36,-2,1.38,0.82
MOSPD3,150,0.2,0.1,2,1.37,0.82
SYK,3442,-0.35,0.17,-2,1.37,0.82
NDUFA12,1311,0.25,0.12,2,1.37,0.82
PPP1R3E,123,-0.76,0.37,-2,1.37,0.82
SLC67A1,78,-0.5,0.25,-2,1.37,0.82
HDGFL3,357,0.57,0.28,2,1.37,0.82
TUBB,4665,0.28,0.14,2,1.37,0.82
WDR83OS,964,0.19,0.09,2,1.37,0.82
DDX54,763,-0.19,0.09,-2,1.37,0.82
HIGD2A,1520,0.21,0.1,2,1.37,0.82
PIGP,211,0.21,0.1,2,1.37,0.82
MAFG,238,-0.39,0.19,-2,1.37,0.82
IGHV4.61,89,1,0.49,2,1.37,0.82
CYTOR,637,0.52,0.26,2,1.37,0.82
GCSH,89,0.32,0.16,2,1.37,0.82
GLE1,891,0.17,0.08,2,1.37,0.82
CPT1A,849,-0.46,0.23,-2,1.37,0.82
STAT3,3105,-0.18,0.09,-2,1.37,0.82
HMGA1,1480,0.22,0.11,2,1.37,0.82
SLC12A4,225,-0.54,0.27,-2,1.37,0.82
LZTR1,345,-0.51,0.25,-2,1.37,0.82
GRAMD1A,663,-0.28,0.14,-2,1.37,0.82
PIK3R2,302,-0.18,0.09,-2,1.37,0.82
ZNF142,286,-0.26,0.13,-2,1.37,0.82
FGL2,19344,-0.53,0.26,-2,1.37,0.82
RAC1,4189,0.24,0.12,2,1.37,0.82
ZCCHC2,423,-0.27,0.13,-2,1.37,0.82
DOK3,690,-0.44,0.22,-2,1.37,0.82
AHSA2P.1,698,-0.66,0.32,-2,1.37,0.82
CALD1,74,-0.83,0.41,-2,1.37,0.82
CD180,1069,0.51,0.25,2,1.37,0.82
TBC1D4,791,-0.36,0.18,-2,1.37,0.82
SYNC,997,0.29,0.14,2,1.37,0.82
FES,651,-0.55,0.27,-2,1.37,0.82
THBS3,106,-0.7,0.35,-2,1.37,0.82
OSBPL11,1145,-0.25,0.12,-2,1.36,0.82
HMGN2P5,236,0.22,0.11,2,1.36,0.82
SDHAP1.1,130,-0.83,0.41,-2,1.36,0.82
KANSL1.AS1,110,0.77,0.38,2,1.36,0.82
ARHGAP45,3386,-0.23,0.11,-2,1.36,0.82
LINC01871,366,0.6,0.3,2,1.36,0.82
PTGIR,165,-0.51,0.25,-2,1.36,0.82
TNFRSF25,266,-0.77,0.38,-2,1.36,0.82
MAP3K6,94,-0.72,0.36,-2,1.36,0.82
HSPA1A,2188,-0.36,0.18,-2,1.36,0.82
ING4,751,0.24,0.12,2,1.36,0.82
PPTC7,1252,-0.18,0.09,-2,1.36,0.82
ORC5,252,0.3,0.15,2,1.36,0.81
EIF4A3,1275,0.27,0.13,2,1.36,0.81
TNFAIP2,2297,-0.61,0.3,-2,1.36,0.81
NOTCH1,732,-0.3,0.15,-2,1.36,0.81
HERC4,1015,-0.14,0.07,-2,1.36,0.81
FAM111A,915,-0.48,0.24,-2,1.36,0.81
MARK3,1021,-0.28,0.14,-2,1.36,0.81
LAT,1395,0.31,0.15,2,1.36,0.81
C9orf85,237,0.17,0.08,2,1.36,0.81
VWA5A,237,0.24,0.12,2,1.36,0.81
SPCS3,5546,0.15,0.07,2,1.36,0.81
SLTM,1209,-0.31,0.16,-2,1.36,0.81
DENR,1800,0.13,0.06,2,1.36,0.81
DNAJC27,98,-0.44,0.22,-2,1.36,0.81
EPC1,1177,-0.21,0.11,-2,1.36,0.81
ZMAT2,2456,0.15,0.07,2,1.36,0.81
ZNF330,669,-0.16,0.08,-2,1.36,0.81
DAAM1,301,-0.36,0.18,-2,1.35,0.81
CRBN,1754,0.2,0.1,2,1.35,0.81
SGSM3,472,-0.47,0.23,-2,1.35,0.81
CNOT3,500,-0.2,0.1,-2,1.35,0.81
REEP5,3302,0.18,0.09,2,1.35,0.81
DYM,909,-0.2,0.1,-2,1.35,0.81
WDR11.DT,102,-0.9,0.45,-2,1.35,0.81
LACTB2,222,0.21,0.11,2,1.35,0.81
ZNF217,2362,-0.28,0.14,-2,1.35,0.81
NUDT2,279,0.49,0.24,2,1.35,0.81
CDK10,220,-0.54,0.27,-2,1.35,0.81
HSPA14,343,0.22,0.11,2,1.35,0.81
KLF9,736,-0.29,0.14,-2,1.35,0.81
TNFRSF1A,1808,-0.33,0.16,-2,1.35,0.81
CD79B,1928,0.7,0.35,2,1.35,0.81
BCAT1,345,-0.57,0.29,-2,1.35,0.81
CIAO2A,1490,0.26,0.13,2,1.35,0.81
MYADM,2348,-0.46,0.23,-2,1.35,0.81
SPPL2B,224,-0.61,0.3,-2,1.35,0.81
PPP1R8,1265,0.19,0.09,2,1.35,0.81
ARFRP1,438,0.15,0.07,2,1.35,0.81
BFAR,1086,0.17,0.09,2,1.35,0.8
MIB2,176,-0.49,0.24,-2,1.34,0.8
DERL1,2115,0.25,0.12,2,1.34,0.8
GLUL,5157,-0.39,0.19,-2,1.34,0.8
PLBD2,635,-0.26,0.13,-2,1.34,0.8
XPO4,700,-0.2,0.1,-2,1.34,0.8
POLR3A,328,-0.2,0.1,-2,1.34,0.8
CASP8AP2,584,-0.32,0.16,-2,1.34,0.8
NAPEPLD,108,-0.3,0.15,-2,1.34,0.8
JAKMIP1,147,0.66,0.33,2,1.34,0.8
MZF1.AS1,413,-0.2,0.1,-2,1.34,0.8
ZNF440,103,-0.3,0.15,-2,1.34,0.8
SERPINB9,1881,-0.29,0.15,-2,1.34,0.8
TIMM17A,781,0.26,0.13,2,1.34,0.8
SREK1IP1,866,0.46,0.23,2,1.34,0.8
FCSK,174,-0.39,0.2,-2,1.34,0.8
MIR142HG,216,-1.45,0.73,-2,1.34,0.8
GTPBP4,810,0.18,0.09,2,1.34,0.8
SPATS2,123,0.41,0.2,2,1.34,0.8
SEMA4A,1025,-0.37,0.19,-2,1.34,0.8
B3GNT2,824,0.33,0.16,2,1.34,0.8
PRPF8,3681,-0.16,0.08,-2,1.34,0.8
TRG.AS1,600,0.48,0.24,2,1.34,0.8
WIZ,226,-0.26,0.13,-2,1.34,0.8
HSD17B10,837,0.16,0.08,2,1.34,0.8
MT2A,259,0.45,0.23,2,1.34,0.8
SMAD4,1430,-0.18,0.09,-2,1.34,0.8
CD8A,5767,0.76,0.38,2,1.34,0.8
DDX17,6575,-0.41,0.2,-2,1.34,0.8
NCF2,7245,-0.49,0.25,-2,1.34,0.8
RAB3GAP2,882,-0.16,0.08,-2,1.34,0.8
HNRNPF,6320,0.19,0.09,2,1.33,0.8
NRDE2,228,-0.28,0.14,-2,1.33,0.8
TNFSF8,1214,-0.22,0.11,-2,1.33,0.8
BLTP1,973,-0.4,0.2,-2,1.33,0.8
CEP63,489,-0.23,0.11,-2,1.33,0.8
UBA6.DT,142,0.31,0.16,2,1.33,0.8
TPM2,84,-0.79,0.4,-2,1.33,0.8
INPP5D,2890,-0.17,0.09,-2,1.33,0.8
TMTC3,151,-0.25,0.13,-2,1.33,0.8
ARRDC2,949,-0.25,0.13,-2,1.33,0.8
ST3GAL3,129,-0.37,0.19,-2,1.33,0.8
QDPR,358,0.21,0.11,2,1.33,0.8
IGFBP3,206,0.59,0.3,2,1.33,0.8
SNHG32,3022,0.24,0.12,2,1.33,0.79
XBP1,3984,0.24,0.12,2,1.33,0.79
RAB22A,1020,0.13,0.06,2,1.33,0.79
CNTD1,146,-0.62,0.31,-2,1.33,0.79
UAP1L1,228,-0.51,0.25,-2,1.33,0.79
LINC02035,160,-0.62,0.31,-2,1.33,0.79
TGDS,270,0.24,0.12,2,1.33,0.79
RNASEH1.DT,79,0.39,0.19,2,1.33,0.79
SCD5,105,0.67,0.34,2,1.33,0.79
GPR180,231,0.31,0.16,2,1.33,0.79
NSMCE3,858,0.23,0.12,2,1.33,0.79
SNAPC4,100,-0.51,0.25,-2,1.33,0.79
FAR2,316,-0.37,0.19,-2,1.33,0.79
SKA2,637,0.27,0.14,2,1.33,0.79
LINC02977,230,-0.38,0.19,-2,1.33,0.79
NOTCH2NLA,564,0.47,0.23,2,1.33,0.79
VPS72,651,0.16,0.08,2,1.33,0.79
PLD3,1264,-0.27,0.13,-2,1.32,0.79
MRPS22,705,0.17,0.09,2,1.32,0.79
TMCC3,279,-0.32,0.16,-2,1.32,0.79
LUC7L3,1455,-0.44,0.22,-2,1.32,0.79
PRPF3,534,-0.4,0.2,-2,1.32,0.79
GTF2F1,1173,-0.15,0.08,-2,1.32,0.79
AP1G2,775,-0.54,0.27,-2,1.32,0.79
MARK4,305,-0.31,0.16,-2,1.32,0.79
IMPA2,478,-0.53,0.27,-2,1.32,0.79
SLC25A38,638,0.3,0.15,2,1.32,0.79
NRBP2,69,-0.62,0.31,-2,1.32,0.79
PCSK6,162,-0.86,0.43,-2,1.32,0.79
CISD3,296,0.3,0.15,2,1.32,0.79
NUP58,781,-0.16,0.08,-2,1.32,0.79
POGK,1126,-0.19,0.09,-2,1.32,0.79
LYPLAL1,373,0.35,0.18,2,1.32,0.79
ENOX2,437,-0.22,0.11,-2,1.32,0.79
ZNF587B,110,-0.45,0.23,-2,1.32,0.79
SAMD4B,327,-0.3,0.15,-2,1.32,0.79
PIK3R6,70,-0.55,0.28,-2,1.32,0.79
RPRD1B,417,-0.24,0.12,-2,1.32,0.79
NEIL2,209,0.33,0.17,2,1.32,0.79
RELCH,441,-0.44,0.22,-2,1.32,0.79
FAM234A,330,-0.25,0.13,-2,1.32,0.79
KLHL26,86,-0.26,0.13,-2,1.32,0.79
CHPF2,691,-0.2,0.1,-2,1.32,0.79
PRKAA1,1764,-0.26,0.13,-2,1.31,0.79
CDC42SE2,9360,0.28,0.14,2,1.31,0.79
CHKB,491,-0.63,0.32,-2,1.31,0.79
ZC3H7B,663,-0.25,0.13,-2,1.31,0.79
NUP85,370,-0.33,0.17,-2,1.31,0.79
PITPNA,1300,-0.25,0.13,-2,1.31,0.79
H2AC19,264,0.52,0.26,2,1.31,0.79
ABHD17A,1479,0.2,0.1,2,1.31,0.78
SLC23A2,409,-0.27,0.14,-2,1.31,0.78
FBXL15,131,0.28,0.14,2,1.31,0.78
C1orf43,2986,0.24,0.12,2,1.31,0.78
FEM1A,364,-0.19,0.1,-2,1.31,0.78
RPP38,291,0.27,0.14,2,1.31,0.78
REX1BD,270,0.26,0.13,2,1.31,0.78
MAPK8IP3,437,-1.17,0.59,-2,1.31,0.78
RPS2,47053,0.2,0.1,2,1.31,0.78
AMPD2,791,-0.45,0.23,-2,1.31,0.78
NOL6,443,-0.17,0.08,-2,1.31,0.78
SS18L1,114,-0.43,0.22,-2,1.31,0.78
TRBV29.1,219,0.54,0.27,2,1.31,0.78
MPLKIP,425,0.21,0.11,2,1.31,0.78
TCERG1,666,-0.33,0.17,-2,1.31,0.78
GTPBP10,576,0.26,0.13,2,1.31,0.78
KLRK1.AS1,380,0.5,0.26,2,1.31,0.78
BZW1,6188,0.17,0.09,2,1.31,0.78
GLRX3,1007,0.29,0.15,2,1.31,0.78
DPF2,823,-0.25,0.12,-2,1.31,0.78
TRIM39,290,-0.18,0.09,-2,1.31,0.78
HDAC5,637,-0.22,0.11,-2,1.3,0.78
TRAPPC11,841,-0.18,0.09,-2,1.3,0.78
DUS3L,209,-0.34,0.17,-2,1.3,0.78
CCNL1,1473,-0.74,0.38,-2,1.3,0.78
TMEM50A,3479,0.17,0.09,2,1.3,0.78
ZC3H7A,1108,-0.2,0.1,-2,1.3,0.78
ZNF74,120,-0.29,0.15,-2,1.3,0.78
WDR11,1413,-0.23,0.12,-2,1.3,0.78
BCAT2,195,0.17,0.09,2,1.3,0.78
TRIOBP,522,-0.32,0.16,-2,1.3,0.78
STK11IP,288,-0.46,0.23,-2,1.3,0.78
HS6ST1,277,-0.23,0.12,-2,1.3,0.78
MORC3,1547,-0.21,0.11,-2,1.3,0.78
MYSM1,575,-0.46,0.23,-2,1.3,0.78
IGHV4.34,152,0.97,0.49,2,1.3,0.78
C22orf39,653,0.16,0.08,2,1.3,0.78
ZNF641,776,-0.2,0.1,-2,1.3,0.78
FHOD1,388,-0.51,0.26,-2,1.3,0.78
FCGR2A,2253,-0.61,0.31,-2,1.3,0.78
SIGLEC7,336,-0.46,0.23,-2,1.3,0.78
ABHD18,242,-0.3,0.15,-2,1.3,0.78
SLC12A9,589,-0.42,0.22,-2,1.3,0.78
SNX29,880,-0.27,0.14,-2,1.3,0.78
ZNF512B,150,-0.43,0.22,-2,1.3,0.78
RPS2P5,7059,0.42,0.21,2,1.3,0.78
MALAT1,2129,-0.83,0.42,-2,1.3,0.78
STRN3,233,-0.22,0.11,-2,1.3,0.77
PEG10,106,1,0.51,2,1.3,0.77
CBR3,94,0.58,0.3,2,1.3,0.77
C2orf74,206,0.39,0.2,2,1.3,0.77
WAC,3311,-0.13,0.07,-2,1.3,0.77
NNT.AS1,181,0.25,0.13,2,1.3,0.77
VCAN,16912,-0.62,0.32,-2,1.29,0.77
PIK3CB,821,-0.23,0.12,-2,1.29,0.77
TMEM91,269,-0.55,0.28,-2,1.29,0.77
ASNSD1,1213,0.24,0.12,2,1.29,0.77
CAPRIN2,160,-0.6,0.31,-2,1.29,0.77
PHRF1,455,-0.18,0.09,-2,1.29,0.77
ARPC4,6055,0.2,0.1,2,1.29,0.77
LSM4,947,0.15,0.08,2,1.29,0.77
C3orf62,129,-0.33,0.17,-2,1.29,0.77
SYNPO,102,0.7,0.36,2,1.29,0.77
MED19,167,0.26,0.13,2,1.29,0.77
MAP3K5,756,-0.22,0.11,-2,1.29,0.77
SORD,369,-0.29,0.15,-1.9,1.29,0.77
CHRM3.AS2,226,-0.54,0.28,-1.9,1.29,0.77
VPS53,436,-0.26,0.13,-1.9,1.29,0.77
PPP1R13B,208,0.25,0.13,1.9,1.29,0.77
MTX2,202,0.24,0.12,1.9,1.29,0.77
LRRC40,359,0.3,0.15,1.9,1.29,0.77
DVL1,157,-0.47,0.24,-1.9,1.29,0.77
ZBED3,102,-0.3,0.16,-1.9,1.29,0.77
DHX33,203,-0.22,0.12,-1.9,1.29,0.77
ACP3,233,-0.53,0.27,-1.9,1.29,0.77
HMGXB4,376,-0.25,0.13,-1.9,1.29,0.77
ATG2A,274,-0.25,0.13,-1.9,1.29,0.77
ACTN4,2118,-0.27,0.14,-1.9,1.29,0.77
KIF13A,368,-0.58,0.3,-1.9,1.29,0.77
ZBTB39,170,-0.27,0.14,-1.9,1.29,0.77
WLS,265,-0.62,0.32,-1.9,1.29,0.77
ZDHHC4,390,0.22,0.11,1.9,1.28,0.77
ACSS2,461,-0.4,0.2,-1.9,1.28,0.77
CDK11A,591,-0.62,0.32,-1.9,1.28,0.77
NKIRAS2,604,-0.26,0.13,-1.9,1.28,0.77
PIGBOS1,330,0.21,0.11,1.9,1.28,0.77
STX17,641,-0.29,0.15,-1.9,1.28,0.77
GSAP,718,-0.4,0.2,-1.9,1.28,0.77
FRMD4B,276,-0.46,0.24,-1.9,1.28,0.77
VDAC3,2046,0.19,0.1,1.9,1.28,0.77
ZSCAN9,97,-0.28,0.15,-1.9,1.28,0.77
PIGA,204,-0.26,0.13,-1.9,1.28,0.77
TIMP2,2243,-0.42,0.22,-1.9,1.28,0.77
ACTG1,41292,0.2,0.1,1.9,1.28,0.77
MAP4K3,131,-0.31,0.16,-1.9,1.28,0.76
MRI1,209,-0.59,0.31,-1.9,1.28,0.76
MTO1,614,-0.16,0.08,-1.9,1.28,0.76
HCCS,511,0.23,0.12,1.9,1.28,0.76
SFXN3,552,-0.3,0.15,-1.9,1.28,0.76
TMEM254,314,0.14,0.07,1.9,1.28,0.76
ZNF524,275,0.2,0.1,1.9,1.28,0.76
TMED5,2440,-0.14,0.07,-1.9,1.28,0.76
POM121C,1103,-0.18,0.09,-1.9,1.28,0.76
SEPHS2,1779,0.19,0.1,1.9,1.28,0.76
PLPP1,100,0.45,0.23,1.9,1.28,0.76
CCND2,1613,0.31,0.16,1.9,1.28,0.76
CD79A,2986,0.87,0.45,1.9,1.28,0.76
MINPP1,312,0.21,0.11,1.9,1.28,0.76
CDC42EP2,116,-0.6,0.31,-1.9,1.28,0.76
TTC7B,107,-0.7,0.36,-1.9,1.28,0.76
AKT1S1,225,-0.25,0.13,-1.9,1.28,0.76
STAMBP,673,0.13,0.07,1.9,1.28,0.76
MCU,290,-0.15,0.08,-1.9,1.28,0.76
CLASP2,708,-0.18,0.09,-1.9,1.28,0.76
ZNF343,105,-0.3,0.16,-1.9,1.27,0.76
RIDA,172,0.33,0.17,1.9,1.27,0.76
TTYH3,1068,-0.38,0.2,-1.9,1.27,0.76
ADAP1,600,-0.36,0.19,-1.9,1.27,0.76
MSN,24567,-0.2,0.1,-1.9,1.27,0.76
RELT,458,-0.41,0.21,-1.9,1.27,0.76
SH3BP2,1352,-0.41,0.21,-1.9,1.27,0.76
THEMIS,1570,0.48,0.25,1.9,1.27,0.76
GET3,978,0.19,0.1,1.9,1.27,0.76
PAPSS2,150,-0.46,0.24,-1.9,1.27,0.76
PRR13,3802,0.14,0.07,1.9,1.27,0.76
LY6G5B,88,-1.15,0.59,-1.9,1.27,0.76
LINC02084,108,0.55,0.29,1.9,1.27,0.76
SKI,1053,-0.21,0.11,-1.9,1.27,0.76
TRMT61B,223,0.26,0.14,1.9,1.27,0.76
SMYD4,197,-0.24,0.12,-1.9,1.27,0.76
RINL,487,0.31,0.16,1.9,1.27,0.76
WASHC2C,1191,-0.37,0.19,-1.9,1.27,0.76
CDC7,125,0.43,0.22,1.9,1.27,0.76
DTNBP1,408,0.22,0.11,1.9,1.27,0.76
ARHGEF1,3391,-0.36,0.19,-1.9,1.27,0.76
SUCO,631,-0.2,0.1,-1.9,1.27,0.76
RBM3,9688,0.25,0.13,1.9,1.27,0.76
WDR59,333,-0.31,0.16,-1.9,1.27,0.76
PPP1R18,3587,0.13,0.07,1.9,1.27,0.76
PAK1,1907,-0.33,0.17,-1.9,1.27,0.76
SHISA5,3688,0.17,0.09,1.9,1.27,0.76
TSNAX,1835,0.19,0.1,1.9,1.27,0.76
ALYREF,669,0.19,0.1,1.9,1.27,0.76
PRKAR2B,1875,-0.82,0.42,-1.9,1.27,0.76
GATAD2B,868,-0.23,0.12,-1.9,1.27,0.76
MARCHF6,1943,-0.2,0.1,-1.9,1.27,0.76
RASA3,2885,-0.27,0.14,-1.9,1.27,0.76
ALKBH4,142,0.22,0.11,1.9,1.27,0.76
NOSIP,2039,0.3,0.16,1.9,1.27,0.76
INKA2,180,-0.47,0.24,-1.9,1.27,0.76
GPR160,768,0.47,0.24,1.9,1.27,0.76
TMEM19,916,0.33,0.17,1.9,1.26,0.76
BPGM,408,0.26,0.14,1.9,1.26,0.76
SLC25A11,810,0.17,0.09,1.9,1.26,0.75
TAF11,519,0.23,0.12,1.9,1.26,0.75
DHRS7,2293,0.19,0.1,1.9,1.26,0.75
TXK,1010,-0.43,0.23,-1.9,1.26,0.75
UCHL3,363,0.23,0.12,1.9,1.26,0.75
ZSCAN29,458,-0.2,0.1,-1.9,1.26,0.75
RUSC2,62,-0.7,0.36,-1.9,1.26,0.75
SLFN12,268,-0.4,0.21,-1.9,1.26,0.75
EPM2AIP1,476,-0.47,0.25,-1.9,1.26,0.75
GGPS1,948,0.16,0.08,1.9,1.26,0.75
C1QA,214,0.95,0.5,1.9,1.26,0.75
SRRM1,1483,-0.23,0.12,-1.9,1.26,0.75
CLEC2B,1641,0.28,0.14,1.9,1.26,0.75
MTMR12,859,-0.19,0.1,-1.9,1.26,0.75
STK38L,984,-0.21,0.11,-1.9,1.26,0.75
SELENOO,134,-0.38,0.2,-1.9,1.26,0.75
UBE2Q2,1515,0.24,0.12,1.9,1.26,0.75
CTC1,835,-0.45,0.23,-1.9,1.26,0.75
SETD4,130,0.26,0.14,1.9,1.26,0.75
KIFC2,101,-0.94,0.49,-1.9,1.26,0.75
CCDC32,464,0.33,0.17,1.9,1.26,0.75
DENND5B,191,0.72,0.38,1.9,1.26,0.75
LINC01934,96,0.59,0.31,1.9,1.26,0.75
DIS3L2,235,-0.27,0.14,-1.9,1.26,0.75
AHCY,1009,0.2,0.1,1.9,1.25,0.75
TRIP11,425,-0.28,0.15,-1.9,1.25,0.75
RAMAC,714,0.24,0.13,1.9,1.25,0.75
OGFR,921,-0.19,0.1,-1.9,1.25,0.75
TMOD3,2270,-0.21,0.11,-1.9,1.25,0.75
WWP1,1364,-0.24,0.12,-1.9,1.25,0.75
NDUFS6,726,0.25,0.13,1.9,1.25,0.75
MARCHF5,650,0.13,0.07,1.9,1.25,0.75
AKAP7,448,0.27,0.14,1.9,1.25,0.75
CHKB.CPT1B,52,-1.19,0.62,-1.9,1.25,0.75
ATP9A,145,-0.61,0.32,-1.9,1.25,0.75
ZNF814,129,0.42,0.22,1.9,1.25,0.75
MCL1,16083,-0.22,0.12,-1.9,1.25,0.75
ACVR1B,369,-0.31,0.16,-1.9,1.25,0.75
OTULIN,862,-0.15,0.08,-1.9,1.25,0.75
FKRP,106,-0.39,0.2,-1.9,1.25,0.75
FAS,823,0.31,0.16,1.9,1.25,0.75
NPIPB5,524,-0.96,0.5,-1.9,1.25,0.75
LOXL3,110,-0.53,0.28,-1.9,1.25,0.75
ANXA11,4397,0.22,0.12,1.9,1.25,0.74
MBOAT1,365,-0.41,0.21,-1.9,1.25,0.74
PNISR,1647,-0.41,0.22,-1.9,1.25,0.74
ARRB2,4695,-0.28,0.15,-1.9,1.25,0.74
HCK,3745,-0.46,0.24,-1.9,1.24,0.74
CAVIN2,3370,-0.88,0.46,-1.9,1.24,0.74
STEAP3,83,-0.57,0.3,-1.9,1.24,0.74
ALDH3B1,821,-0.46,0.24,-1.9,1.24,0.74
DUSP28,132,0.29,0.15,1.9,1.24,0.74
THOC3,653,0.36,0.19,1.9,1.24,0.74
TCP1,2439,0.09,0.05,1.9,1.24,0.74
ELMOD2,495,0.19,0.1,1.9,1.24,0.74
KIF3C,106,-0.4,0.21,-1.9,1.24,0.74
CD40,363,0.54,0.28,1.9,1.24,0.74
FAXDC2,272,-0.75,0.39,-1.9,1.24,0.74
SH2D1B,622,-0.66,0.35,-1.9,1.24,0.74
FHIP2B,227,-0.73,0.38,-1.9,1.24,0.74
GMPR2,1077,0.15,0.08,1.9,1.24,0.74
NOL8,644,-0.3,0.16,-1.9,1.24,0.74
HIBCH,416,0.27,0.14,1.9,1.24,0.74
SMPD4BP.1,105,-0.6,0.32,-1.9,1.24,0.74
HEXIM2.AS1,191,-0.4,0.21,-1.9,1.24,0.74
BAG2,177,0.41,0.21,1.9,1.24,0.74
QRSL1,692,0.41,0.22,1.9,1.24,0.74
PILRB,208,-0.88,0.47,-1.9,1.24,0.74
ZMPSTE24,1252,0.2,0.1,1.9,1.24,0.74
TRIM8,1229,-0.28,0.15,-1.9,1.24,0.74
MITD1,452,0.19,0.1,1.9,1.23,0.74
PPIL4,441,-0.21,0.11,-1.9,1.23,0.74
PPDPF,1099,0.32,0.17,1.9,1.23,0.73
ZNF586,577,0.23,0.12,1.9,1.23,0.73
NID1,502,-0.58,0.31,-1.9,1.23,0.73
LONP2,896,-0.23,0.12,-1.9,1.23,0.73
RAD51B,120,0.36,0.19,1.9,1.23,0.73
KDM5A,1652,-0.23,0.12,-1.9,1.23,0.73
RPL3,76009,0.26,0.14,1.9,1.23,0.73
PCNX2,153,-0.49,0.26,-1.9,1.23,0.73
CHMP5,1228,0.33,0.17,1.9,1.23,0.73
GSTZ1,145,0.25,0.13,1.9,1.23,0.73
SPIB,533,0.67,0.35,1.9,1.23,0.73
EXOSC5,225,0.18,0.1,1.9,1.23,0.73
CAPN3,84,-0.89,0.47,-1.9,1.23,0.73
SIGLEC9,691,-0.49,0.26,-1.9,1.23,0.73
ERLIN2,581,-0.22,0.12,-1.9,1.23,0.73
RFX7,651,-0.2,0.1,-1.9,1.23,0.73
E2F4,831,-0.17,0.09,-1.9,1.23,0.73
MAST2,123,-0.35,0.19,-1.9,1.23,0.73
ABHD14B,905,0.22,0.12,1.9,1.23,0.73
BRMS1,735,0.13,0.07,1.9,1.23,0.73
TBC1D20,683,-0.14,0.07,-1.9,1.23,0.73
UBE2E1,1236,0.21,0.11,1.9,1.23,0.73
ERCC6L2.AS1,111,0.52,0.28,1.9,1.23,0.73
ATG14,294,-0.17,0.09,-1.9,1.23,0.73
RHOH,1800,0.44,0.24,1.9,1.23,0.73
ADA,459,0.34,0.18,1.9,1.23,0.73
SETD6,255,-0.33,0.18,-1.9,1.23,0.73
PHF12,737,-0.29,0.15,-1.9,1.23,0.73
TUBB1,4475,-0.9,0.48,-1.9,1.23,0.73
NUP54,641,0.15,0.08,1.9,1.23,0.73
DMTN,590,-0.53,0.28,-1.9,1.23,0.73
MOSPD2,531,-0.32,0.17,-1.9,1.23,0.73
DDB1,3114,0.15,0.08,1.9,1.23,0.73
ZNF561,721,-0.27,0.14,-1.9,1.23,0.73
SDHA,1674,0.16,0.09,1.9,1.23,0.73
RASGRP4,719,-0.47,0.25,-1.9,1.23,0.73
IRF4,710,0.46,0.24,1.9,1.22,0.73
NOP58,1155,0.15,0.08,1.9,1.22,0.73
GIPC1,324,0.3,0.16,1.9,1.22,0.73
TBC1D14,876,-0.33,0.18,-1.9,1.22,0.73
CHMP6,337,0.21,0.11,1.9,1.22,0.73
RRAS2,436,0.51,0.27,1.9,1.22,0.73
UBA1,2904,-0.17,0.09,-1.9,1.22,0.73
NCF1B,230,-0.51,0.27,-1.9,1.22,0.73
NAE1,732,0.21,0.11,1.9,1.22,0.73
TNNT1,208,0.83,0.44,1.9,1.22,0.73
ZFC3H1,709,-0.56,0.3,-1.9,1.22,0.73
C11orf21,871,-0.4,0.21,-1.9,1.22,0.73
RFC1,693,-0.23,0.12,-1.9,1.22,0.73
PTCD3,846,-0.35,0.19,-1.9,1.22,0.73
