symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
TRBV3.1,89,0.013,0.3,0,0.01,0
UBL4A,788,0.013,0.2,0.1,0.02,0.01
ZNF425,16,0.013,0.4,0,0.01,0
ADPGK,1887,0.012,0.2,0.1,0.03,0.01
C12orf43,333,0.012,0.1,0.1,0.04,0.02
DNAJC25,85,0.012,0.2,0.1,0.03,0.01
POLA1,214,0.012,0.2,0.1,0.02,0.01
PPARG,11,0.012,0.6,0,0.01,0
PRKRIP1,350,0.012,0.2,0.1,0.03,0.01
SLC39A1,924,0.012,0.1,0.1,0.03,0.01
SLC46A3,585,0.012,0.1,0.1,0.04,0.02
TIGD6,45,0.012,0.3,0,0.01,0.01
TOR1AIP1,2176,0.012,0.1,0.1,0.03,0.01
UNC45A,714,0.012,0.1,0.1,0.03,0.01
ACOX1,785,0.011,0.2,0.1,0.02,0.01
AHSA1,1236,0.011,0.2,0.1,0.02,0.01
ARHGAP9,1517,0.011,0.2,0.1,0.02,0.01
C9orf72,1451,0.011,0.4,0,0.01,0
CCDC86,187,0.011,0.1,0.1,0.03,0.01
CFAP184,30,0.011,0.2,0,0.02,0.01
FAM200B,608,0.011,0.2,0.1,0.02,0.01
FPGT,380,0.011,0.2,0.1,0.02,0.01
HAUS3,470,0.011,0.2,0.1,0.02,0.01
HHAT,70,0.011,0.2,0,0.02,0.01
INPP1,186,0.011,0.2,0.1,0.03,0.01
KTI12,166,0.011,0.1,0.1,0.03,0.01
MTMR2,407,0.011,0.2,0.1,0.03,0.01
NTNG2,59,0.011,0.4,0,0.01,0
PNPLA6,1086,0.011,0.2,0,0.02,0.01
RAB20,202,0.011,0.3,0,0.01,0.01
UBA6,788,0.011,0.1,0.1,0.03,0.01
UBE2V1,2411,0.011,0.1,0.1,0.04,0.01
VPS37A,469,0.011,0.1,0.1,0.03,0.01
AARS1,811,0.01,0.2,0.1,0.02,0.01
ARMC6,319,0.01,0.1,0.1,0.03,0.01
CDC27,1054,0.01,0.2,0.1,0.02,0.01
DDX24,2446,0.01,0.2,0.1,0.02,0.01
FAAP24,35,0.01,0.3,0,0.01,0
GPATCH3,274,0.01,0.1,0.1,0.03,0.01
JPX,284,0.01,0.2,0.1,0.02,0.01
KLF10,1871,0.01,0.3,0,0.01,0
MALT1.AS1,7,0.01,0.5,0,0.01,0
NFATC1,635,0.01,0.2,0.1,0.02,0.01
RAG1,16,0.01,0.5,0,0.01,0
SPON1,32,0.01,0.3,0,0.01,0
TAF5,157,0.01,0.2,0.1,0.02,0.01
VRK2,858,0.01,0.2,0.1,0.02,0.01
WBP1,464,0.01,0.1,0.1,0.03,0.01
ZNF607,101,0.01,0.2,0,0.02,0.01
AKR1E2,8,0.009,0.5,0,0.01,0
BIN3,393,0.009,0.1,0.1,0.03,0.01
CDC40,1198,0.009,0.1,0.1,0.03,0.01
CMBL,15,0.009,0.6,0,0,0
COPS7A,521,0.009,0.1,0.1,0.03,0.01
CPTP,226,0.009,0.1,0.1,0.03,0.01
DNAJC7,1629,0.009,0.1,0.1,0.04,0.02
EMC1.AS1,15,0.009,0.3,0,0.01,0
GART,904,0.009,0.1,0.1,0.02,0.01
GCNT4,406,0.009,0.3,0,0.01,0
KIF20B,235,0.009,0.2,0,0.02,0.01
KLHDC4,478,0.009,0.1,0.1,0.02,0.01
PEX7,74,0.009,0.2,0.1,0.02,0.01
PPME1,216,0.009,0.2,0,0.02,0.01
RCN1,545,0.009,0.2,0,0.01,0
RILPL2,1415,0.009,0.2,0,0.02,0.01
SETP14,8,0.009,0.4,0,0.01,0
STX18,453,0.009,0.1,0.1,0.03,0.01
TAFA1,48,0.009,0.5,0,0.01,0
TFAP4,172,0.009,0.2,0.1,0.02,0.01
VPS50,489,0.009,0.1,0.1,0.02,0.01
BASP1,459,0.008,0.2,0,0.01,0.01
BCL2L12,133,0.008,0.2,0,0.02,0.01
CNPY4,244,0.008,0.2,0.1,0.02,0.01
DDX20,429,0.008,0.2,0,0.02,0.01
DDX31,159,0.008,0.1,0.1,0.02,0.01
EMC2,330,0.008,0.2,0.1,0.02,0.01
LIX1L,1209,0.008,0.2,0.1,0.02,0.01
MEAK7,108,0.008,0.1,0.1,0.02,0.01
MIIP,275,0.008,0.2,0,0.01,0
MORF4L1,6565,0.008,0.1,0.1,0.02,0.01
NDRG2,325,0.008,0.2,0,0.02,0.01
NUBP1,625,0.008,0.1,0.1,0.02,0.01
PPM1M,1425,0.008,0.1,0.1,0.02,0.01
RARS1,648,0.008,0.1,0.1,0.02,0.01
SH3BP5.AS1,626,0.008,0.5,0,0.01,0
SMAD1,115,0.008,0.3,0,0.01,0
SNF8,761,0.008,0.1,0.1,0.02,0.01
SPTBN1,1400,0.008,0.2,0,0.01,0
TANK,1269,0.008,0.1,0.1,0.02,0.01
TFIP11,577,0.008,0.1,0.1,0.02,0.01
TMEM53,40,0.008,0.3,0,0.01,0
TWF1,586,0.008,0.1,0.1,0.02,0.01
USP1,1540,0.008,0.1,0.1,0.02,0.01
VPS28,1197,0.008,0.1,0.1,0.02,0.01
ZNF487,121,0.008,0.2,0,0.01,0
ALDOC,357,0.007,0.3,0,0.01,0
AMN1.AS1,56,0.007,0.2,0,0.01,0.01
CCND3,4121,0.007,0.1,0.1,0.02,0.01
CENPP,99,0.007,0.3,0,0.01,0
CTSC,3641,0.007,0.2,0,0.02,0.01
CYB5R4,1802,0.007,0.2,0,0.01,0.01
ELOVL1,1081,0.007,0.1,0.1,0.02,0.01
GRAMD2B,109,0.007,0.2,0,0.01,0
LINC00987,66,0.007,0.3,0,0.01,0
PORCN,104,0.007,0.2,0,0.01,0
SEH1L,537,0.007,0.1,0.1,0.02,0.01
SLC4A7,641,0.007,0.2,0,0.01,0
TOB1.AS1,29,0.007,0.3,0,0.01,0
USP14,1120,0.007,0.2,0,0.01,0
ZFP64,172,0.007,0.1,0.1,0.02,0.01
BSG,3246,0.006,0.1,0.1,0.02,0.01
CEP128,86,0.006,0.3,0,0.01,0
HERC5,505,0.006,0.4,0,0.01,0
KANK1,131,0.006,0.3,0,0.01,0
LAT2,2413,0.006,0.2,0,0.01,0
PRNP,2781,0.006,0.1,0,0.02,0.01
RCC2,1744,0.006,0.1,0.1,0.02,0.01
SERPING1,105,0.006,0.4,0,0.01,0
SIAH1,247,0.006,0.2,0,0.01,0
SNAP29,1067,0.006,0.1,0,0.02,0.01
SNTB1.AS1,30,0.006,0.3,0,0.01,0
TCOF1,451,0.006,0.2,0,0.01,0
TMEM129,309,0.006,0.1,0.1,0.02,0.01
TSEN34,452,0.006,0.2,0,0.01,0
XCL1,69,0.006,0.4,0,0,0
ZNF382,78,0.006,0.3,0,0.01,0
CSNK1A1,3553,0.005,0.1,0,0.02,0.01
CTSW,2200,0.005,0.3,0,0.01,0
EMD,565,0.005,0.1,0.1,0.02,0.01
FAM111A.DT,85,0.005,0.2,0,0.01,0
FOXP3,110,0.005,0.4,0,0.01,0
GOLPH3L,338,0.005,0.2,0,0.01,0
MIOS,572,0.005,0.1,0,0.02,0.01
PDCL,365,0.005,0.1,0,0.01,0
R3HDM4,1655,0.005,0.1,0,0.01,0
RAP2A,1153,0.005,0.2,0,0.01,0
RDH13,73,0.005,0.2,0,0.01,0
RFTN1,1196,0.005,0.1,0,0.01,0.01
SLC14A1,68,0.005,0.3,0,0.01,0
SLC30A7,679,0.005,0.2,0,0.01,0
TGM2,54,0.005,0.5,0,0,0
TP53,1147,0.005,0.1,0.1,0.02,0.01
ACVR1,390,0.004,0.2,0,0.01,0
CHTOP,1600,0.004,0.1,0.1,0.03,0.01
DYNLL2,2682,0.004,0.2,0,0.01,0
ELP4,337,0.004,0.2,0,0.01,0
ENDOD1,839,0.004,0.3,0,0.01,0
FMNL3,687,0.004,0.2,0,0.01,0
IKZF5,609,0.004,0.2,0,0.01,0
LRRC1,38,0.004,0.3,0,0.01,0
MIATNB,213,0.004,0.2,0,0.01,0
MYO7B,68,0.004,0.3,0,0.01,0
OLFM2,78,0.004,0.4,0,0,0
PDLIM5,879,0.004,0.2,0,0.01,0
PIP5K1A,792,0.004,0.1,0,0.01,0
PPBP,4879,0.004,0.6,0,0,0
PPFIBP1,67,0.004,0.3,0,0.01,0
PPT2.EGFL8,51,0.004,0.3,0,0,0
SDCBP2,14,0.004,0.3,0,0,0
TMEM187,98,0.004,0.3,0,0.01,0
VSIG10L,12,0.004,0.3,0,0,0
ZNF189,356,0.004,0.2,0,0.01,0
APOOL,246,0.003,0.1,0,0.01,0
CANT1,835,0.003,0.2,0,0.01,0
DPAGT1,279,0.003,0.2,0,0.01,0
GET4,267,0.003,0.1,0,0.01,0
IRF2,1943,0.003,0.1,0,0.01,0
MARCHF6.DT,17,0.003,0.4,0,0,0
NCK2,1693,0.003,0.2,0,0.01,0
OIP5.AS1,3078,0.003,0.1,0,0.01,0
RBMX,4277,0.003,0.1,0,0.01,0
SLAMF8,143,0.003,0.3,0,0,0
SMPD1,493,0.003,0.1,0,0.01,0
ST6GALNAC3,77,0.003,0.2,0,0,0
TRIM62,140,0.003,0.1,0,0.01,0
ZSCAN5A,63,0.003,0.2,0,0,0
BACH2,814,0.002,0.4,0,0,0
CTNNAL1,86,0.002,0.3,0,0,0
ESRP2,10,0.002,0.9,0,0,0
GPR183,1641,0.002,0.3,0,0,0
IBA57,79,0.002,0.2,0,0,0
LINC02987,79,0.002,0.2,0,0,0
OCM,6,0.002,0.5,0,0,0
PRUNE1,810,0.002,0.2,0,0,0
RBM48,395,0.002,0.2,0,0,0
RGS19,1360,0.002,0.1,0,0.01,0
SIRT6,190,0.002,0.2,0,0,0
SMARCD2,1397,0.002,0.1,0,0.01,0
SPIRE2,8,0.002,0.7,0,0,0
TRAM1,6770,0.002,0.2,0,0,0
ZNF594.DT,70,0.002,0.2,0,0,0
ZNF813,143,0.002,0.2,0,0,0
CD247,3231,1.00E-03,0.3,0,0,0
CDIPT,775,1.00E-03,0.1,0,0,0
CUL9,332,1.00E-03,0.4,0,0,0
FAM120AOS,730,0.001,0.1,0,0,0
GPAM,123,0.001,0.1,0,0,0
HBS1L,663,0.001,0.1,0,0,0
ITPRIPL1,135,0.001,0.3,0,0,0
SRPK1,600,0.001,0.2,0,0,0
SYT11,961,0.001,0.2,0,0,0
TMEM248,2396,0.001,0.1,0,0,0
TSPOAP1.AS1,617,1.00E-03,0.2,0,0,0
VHL,1069,0.001,0.2,0,0,0
YIPF4,1047,0.001,0.2,0,0,0
ZNF708,321,0.001,0.2,0,0,0
ZNF876P.1,8,1.00E-03,1,0.00E+00,0,0
ABRAXAS2,524,0.00E+00,0.1,0,0,0
DEDD2,949,0.00E+00,0.1,0.00E+00,0,0
FUS,4157,0.00E+00,0.1,0.00E+00,0,0
KIR2DL3,45,0.00E+00,0.5,0.00E+00,0,0
KLHL34,16,0.00E+00,0.5,0.00E+00,0,0
MBIP,262,0.00E+00,0.1,0,0,0
NDUFA10,1239,0.00E+00,0.1,0,0,0
NDUFS2,1326,0.00E+00,0.1,0,0,0
NOLC1,1623,0.00E+00,0.1,0,0,0
NQO2,470,0.00E+00,0.2,0.00E+00,0,0
RSL1D1,4704,0.00E+00,0.1,0,0,0
STT3A,1211,0.00E+00,0.1,0,0,0
SUGP1,413,0.00E+00,0.1,0,0,0
TRBV5.4,75,0.00E+00,0.4,0.00E+00,0,0
VCP,4085,0.00E+00,0.1,0,0,0
ZC3HAV1,3085,0.00E+00,0.1,0,0,0
B3GAT1,79,-0.001,0.5,0,0,0
CHD1L,605,-1.00E-03,0.1,0,0,0
DHRS4L2,398,-0.001,0.2,0,0,0
GTF2H4,156,-1.00E-03,0.2,0,0,0
HSDL1,357,-0.001,0.1,0,0,0
IDH3A,822,-1.00E-03,0.1,0,0,0
IER3,147,-0.001,0.4,0,0,0
LITAF,5338,-0.001,0.2,0,0,0
MCTS2,68,-0.001,0.2,0,0,0
SPEN,1031,-0.001,0.2,0,0,0
TNFAIP6,20,-1.00E-03,0.5,0,0,0
TXNIP,63871,-0.001,0.2,0,0,0
U2AF2,2291,-1.00E-03,0.1,0,0,0
ZMYND12,14,-0.001,0.4,0,0,0
ZNF391,58,-1.00E-03,0.4,0,0,0
BMP8B,59,-0.002,0.3,0,0,0
CDK2AP1,698,-0.002,0.3,0,0,0
E2F1,53,-0.002,0.4,0,0,0
EP400,805,-0.002,0.1,0,0.01,0
GP9,138,-0.002,0.5,0,0,0
LINC00243,60,-0.002,0.4,0,0,0
LINC01504,103,-0.002,0.4,0,0,0
PCTP,541,-0.002,0.2,0,0,0
PDCD1,43,-0.002,0.4,0,0,0
SEPTIN2,6090,-0.002,0.1,0,0,0
STMN3,412,-0.002,0.2,0,0,0
USP38.DT,44,-0.002,0.3,0,0,0
C1orf216,241,-0.003,0.2,0,0.01,0
CCDC43,299,-0.003,0.1,0,0.01,0
CDKN1B,2860,-0.003,0.2,0,0.01,0
DPH2,272,-0.003,0.1,0,0.01,0
ESPN,12,-0.003,0.6,0,0,0
IFI44L,1045,-0.003,0.7,0,0,0
LINC02481,98,-0.003,0.3,0,0,0
MORN1,21,-0.003,0.3,0,0,0
PSTPIP2,1223,-0.003,0.3,0,0,0
PURA,759,-0.003,0.1,0,0.01,0
SUPT7L,538,-0.003,0.1,0,0.01,0
TAGLN2,11701,-0.003,0.2,0,0.01,0
TMEM41B,292,-0.003,0.2,0,0.01,0
ZEB1.AS1,69,-0.003,0.3,0,0,0
ZNF550,272,-0.003,0.2,0,0.01,0
CBLN3,36,-0.004,0.5,0,0,0
CUL2,758,-0.004,0.1,0,0.01,0.01
DHRS12,127,-0.004,0.1,0,0.01,0
DIPK1B,40,-0.004,0.4,0,0,0
DPY19L4,248,-0.004,0.2,0,0.01,0
GEN1,119,-0.004,0.3,0,0,0
GNPNAT1,315,-0.004,0.2,0,0.01,0
H3P6,93,-0.004,0.2,0,0.01,0
HGH1,162,-0.004,0.2,0,0.01,0
ING2,186,-0.004,0.2,0,0.01,0
MAPK12,20,-0.004,0.5,0,0,0
MMGT1,1267,-0.004,0.1,0,0.01,0
NEK9,1778,-0.004,0.1,0,0.01,0.01
PARVB,697,-0.004,0.3,0,0,0
POPDC2,23,-0.004,0.4,0,0,0
PRDM8,124,-0.004,0.2,0,0.01,0
RELA.DT,53,-0.004,0.2,0,0.01,0
SNAI3,164,-0.004,0.2,0,0.01,0
TAB2,3342,-0.004,0.1,0,0.01,0
TADA3,1311,-0.004,0.1,0,0.01,0.01
TOMM40,323,-0.004,0.1,0,0.01,0
TRIB2,1233,-0.004,0.3,0,0.01,0
ACSS1,1071,-0.005,0.1,0,0.02,0.01
CXCL11,7,-0.005,0.7,0,0,0
IL16,3930,-0.005,0.2,0,0.01,0
RABEP2,154,-0.005,0.3,0,0.01,0
RNFT1,449,-0.005,0.2,0,0.01,0
S100A11,5348,-0.005,0.2,0,0.01,0
SKP2,238,-0.005,0.1,0,0.01,0
TRIM71,7,-0.005,0.6,0,0,0
VTA1,1266,-0.005,0.1,0,0.01,0
ZNF638,1203,-0.005,0.2,0,0.01,0
ASGR1,295,-0.006,0.3,0,0.01,0
C2orf69,482,-0.006,0.2,0,0.01,0
DHX15,1978,-0.006,0.1,0,0.02,0.01
INF2,441,-0.006,0.2,0,0.01,0
MAPDA,83,-0.006,0.2,0,0.01,0
MICOS10.NBL1,66,-0.006,0.4,0,0.01,0
MYO9B,1635,-0.006,0.3,0,0.01,0
NCAPH2,384,-0.006,0.1,0,0.01,0.01
NCKIPSD,124,-0.006,0.1,0,0.02,0.01
PAPLN.AS1,21,-0.006,0.4,0,0.01,0
RBM10,601,-0.006,0.1,-0.1,0.02,0.01
SNX2,3519,-0.006,0.1,0,0.02,0.01
TSPAN33,699,-0.006,0.3,0,0.01,0
UBQLN1,2630,-0.006,0.1,-0.1,0.03,0.01
ZNF443,52,-0.006,0.3,0,0.01,0
CSK,4834,-0.007,0.1,-0.1,0.03,0.01
DAP,1311,-0.007,0.1,-0.1,0.02,0.01
GDF11,215,-0.007,0.3,0,0.01,0
SAMTOR,586,-0.007,0.2,0,0.02,0.01
ZNF584,69,-0.007,0.2,0,0.01,0
ZNF691.DT,11,-0.007,0.5,0,0.01,0
BTBD10,414,-0.008,0.2,0,0.02,0.01
CNKSR1,12,-0.008,0.5,0,0.01,0
JAK3,1073,-0.008,0.2,0,0.01,0
MYO1E,248,-0.008,0.3,0,0.01,0
NAGK,2564,-0.008,0.2,0,0.01,0
PPP1CB,5457,-0.008,0.1,-0.1,0.02,0.01
S1PR5,959,-0.008,0.4,0,0.01,0
TSHR.AS1,30,-0.008,0.5,0,0.01,0
ANKHD1.DT,26,-0.009,0.3,0,0.01,0
AP5M1,950,-0.009,0.2,0,0.02,0.01
ARIH2,1219,-0.009,0.1,-0.1,0.03,0.01
CBR4,381,-0.009,0.1,-0.1,0.03,0.01
CIAO1,1803,-0.009,0.1,-0.1,0.04,0.02
CPNE3,2376,-0.009,0.1,-0.1,0.03,0.01
DTX3L,2217,-0.009,0.2,0,0.02,0.01
EEIG1,2045,-0.009,0.3,0,0.01,0
HSD17B1.AS1,190,-0.009,0.1,-0.1,0.02,0.01
IGSF6,1780,-0.009,0.3,0,0.01,0
IPPK,103,-0.009,0.2,-0.1,0.02,0.01
KIAA0040,1938,-0.009,0.2,0,0.01,0.01
LETMD1,763,-0.009,0.1,-0.1,0.03,0.01
LINC02993,10,-0.009,0.4,0,0.01,0
MED20,250,-0.009,0.2,-0.1,0.02,0.01
NOL11,914,-0.009,0.2,0,0.02,0.01
PATZ1,646,-0.009,0.2,-0.1,0.02,0.01
PXMP4,142,-0.009,0.1,-0.1,0.02,0.01
TMEM177,37,-0.009,0.3,0,0.01,0
TRIM2,62,-0.009,0.3,0,0.01,0
TRIM27,1061,-0.009,0.1,-0.1,0.04,0.01
ZNF823,67,-0.009,0.3,0,0.01,0
ABHD17B,544,-0.01,0.2,0,0.02,0.01
CHMP1B,1893,-0.01,0.1,-0.1,0.04,0.02
GIMAP4,8559,-0.01,0.2,-0.1,0.02,0.01
IFRD1,504,-0.01,0.2,0,0.02,0.01
MIRLET7A1HG,24,-0.01,0.4,0,0.01,0
NCBP1,744,-0.01,0.1,-0.1,0.03,0.01
NECTIN2,125,-0.01,0.5,0,0.01,0
NKX6.2,9,-0.01,0.7,0,0.01,0
PLIN2,838,-0.01,0.2,-0.1,0.02,0.01
POLR3C,562,-0.01,0.1,-0.1,0.04,0.02
PTCRA,64,-0.01,0.5,0,0.01,0
PTK2,338,-0.01,0.2,-0.1,0.02,0.01
PXK,882,-0.01,0.2,-0.1,0.02,0.01
RETN,297,-0.01,0.7,0,0.01,0
RPE,595,-0.01,0.2,0,0.02,0.01
SET,8707,-0.01,0.1,-0.1,0.03,0.01
SMPDL3A,151,-0.01,0.3,0,0.01,0
STAB1,1008,-0.01,0.5,0,0.01,0
SUPT16H,2296,-0.01,0.1,-0.1,0.03,0.01
ATL2,707,-0.011,0.2,-0.1,0.02,0.01
C7orf25,40,-0.011,0.5,0,0.01,0
CD27.AS1,158,-0.011,0.3,0,0.01,0
CNKSR2,62,-0.011,0.4,0,0.01,0
CSRP1,1077,-0.011,0.1,-0.1,0.03,0.01
FAH,144,-0.011,0.2,0,0.02,0.01
GATA1,36,-0.011,0.6,0,0.01,0
H3.3B,10595,-0.011,0.1,-0.1,0.04,0.01
NOC4L,128,-0.011,0.1,-0.1,0.03,0.01
PDK1,608,-0.011,0.2,-0.1,0.02,0.01
PHF23,757,-0.011,0.2,-0.1,0.02,0.01
PLOD2,28,-0.011,0.5,0,0.01,0
POLR3H,378,-0.011,0.1,-0.1,0.03,0.01
ZDHHC21,240,-0.011,0.2,-0.1,0.02,0.01
ZFR,1889,-0.011,0.1,-0.1,0.03,0.01
CC2D1B,433,-0.012,0.2,-0.1,0.02,0.01
CD1A,52,-0.012,0.3,0,0.02,0.01
CREB3L4,87,-0.012,0.2,-0.1,0.02,0.01
CYB5D1,134,-0.012,0.2,-0.1,0.02,0.01
DLEU2,95,-0.012,0.3,0,0.02,0.01
FAM217B,747,-0.012,0.2,-0.1,0.02,0.01
GARS1,1203,-0.012,0.1,-0.1,0.05,0.02
HACD4,1898,-0.012,0.2,-0.1,0.02,0.01
HSD17B7P2.1,36,-0.012,0.5,0,0.01,0
IDO1,43,-0.012,0.3,0,0.01,0
IQCB1,357,-0.012,0.2,-0.1,0.02,0.01
JKAMP,756,-0.012,0.1,-0.1,0.04,0.01
NAP1L2,170,-0.012,0.4,0,0.01,0
NEK3,119,-0.012,0.3,0,0.01,0
NOA1,666,-0.012,0.1,-0.1,0.04,0.01
NSMCE4A,533,-0.012,0.2,-0.1,0.02,0.01
PKN1,2562,-0.012,0.1,-0.1,0.04,0.02
RNF13,2111,-0.012,0.2,-0.1,0.02,0.01
SCFD1,970,-0.012,0.1,-0.1,0.04,0.02
SLC17A9,61,-0.012,0.4,0,0.01,0
TIGAR,380,-0.012,0.2,-0.1,0.02,0.01
WDR13,342,-0.012,0.1,-0.1,0.03,0.01
ABHD12,342,-0.013,0.2,-0.1,0.03,0.01
ACBD3,943,-0.013,0.2,-0.1,0.03,0.01
ADAMTS6,15,-0.013,0.4,0,0.01,0
CDRT4,51,-0.013,0.2,-0.1,0.02,0.01
DCP2,1696,-0.013,0.2,-0.1,0.03,0.01
ELK4,1813,-0.013,0.1,-0.1,0.03,0.01
GNL1,697,-0.013,0.1,-0.1,0.03,0.01
JMJD6,358,-0.013,0.1,-0.1,0.04,0.02
KTN1,1503,-0.013,0.2,-0.1,0.02,0.01
MOCS2.DT,42,-0.013,0.4,0,0.01,0
MTHFD2L,143,-0.013,0.4,0,0.01,0
NIPAL1,7,-0.013,0.8,0,0.01,0
PEX5,354,-0.013,0.1,-0.1,0.03,0.01
RAB12,371,-0.013,0.2,-0.1,0.02,0.01
RAB9B,11,-0.013,0.4,0,0.01,0
RORA.AS1,12,-0.013,0.4,0,0.01,0
SFT2D2,1910,-0.013,0.2,-0.1,0.03,0.01
TAF13,351,-0.013,0.2,-0.1,0.02,0.01
TMBIM6,14846,-0.013,0.1,-0.1,0.03,0.01
ADCY6,14,-0.014,0.5,0,0.01,0
COG4,510,-0.014,0.2,-0.1,0.03,0.01
DHX32,263,-0.014,0.2,-0.1,0.03,0.01
GATC,936,-0.014,0.1,-0.1,0.05,0.02
KNOP1,173,-0.014,0.1,-0.1,0.03,0.01
MRRF,331,-0.014,0.1,-0.1,0.04,0.02
OSGIN1,24,-0.014,0.3,0,0.01,0.01
PIGT,833,-0.014,0.1,-0.1,0.05,0.02
PIP4P1,443,-0.014,0.2,-0.1,0.03,0.01
PTBP3,5638,-0.014,0.1,-0.1,0.05,0.02
TRAV39,14,-0.014,0.4,0,0.01,0
ZBED1.1,539,-0.014,0.4,0,0.01,0
ADAT3,17,-0.015,0.3,-0.1,0.02,0.01
CEP41,187,-0.015,0.3,-0.1,0.02,0.01
CTNNBIP1,428,-0.015,0.2,-0.1,0.03,0.01
DNAJC4,479,-0.015,0.1,-0.1,0.04,0.01
DPP4.DT,6,-0.015,0.5,0,0.01,0
GTF2H3,591,-0.015,0.2,-0.1,0.03,0.01
HUS1,374,-0.015,0.1,-0.1,0.05,0.02
KDM2B,839,-0.015,0.1,-0.1,0.04,0.02
LARS1,2135,-0.015,0.2,-0.1,0.04,0.01
LINC01882,32,-0.015,0.4,0,0.01,0
MAP2K5.DT,10,-0.015,0.3,0,0.02,0.01
PARP11,497,-0.015,0.2,-0.1,0.03,0.01
SEC24D,722,-0.015,0.1,-0.1,0.04,0.01
SRSF6,3728,-0.015,0.1,-0.1,0.04,0.02
ZNF394,568,-0.015,0.1,-0.1,0.05,0.02
ABITRAM,267,-0.016,0.1,-0.1,0.05,0.02
C19orf47,128,-0.016,0.2,-0.1,0.02,0.01
COQ8A,725,-0.016,0.1,-0.1,0.05,0.02
CTSV,11,-0.016,0.8,0,0.01,0
HKDC1,82,-0.016,0.4,0,0.02,0.01
HMGCS1,616,-0.016,0.1,-0.1,0.04,0.02
KIAA2013,933,-0.016,0.1,-0.2,0.07,0.03
LY75,1966,-0.016,0.2,-0.1,0.03,0.01
NUP43,403,-0.016,0.2,-0.1,0.03,0.01
POC1B,766,-0.016,0.1,-0.1,0.04,0.02
RAB33B,497,-0.016,0.2,-0.1,0.03,0.01
RPL7P23,11,-0.016,0.4,0,0.01,0.01
RTN4,4450,-0.016,0.1,-0.1,0.04,0.02
SPATA31H1,10,-0.016,0.4,0,0.01,0.01
AFTPH.DT,67,-0.017,0.2,-0.1,0.03,0.01
ANKRD10,840,-0.017,0.1,-0.1,0.04,0.02
BRWD1,964,-0.017,0.1,-0.2,0.08,0.03
CCL4,280,-0.017,0.4,0,0.02,0.01
CHMP4B,2430,-0.017,0.1,-0.1,0.04,0.02
EMC10,1504,-0.017,0.1,-0.2,0.06,0.02
ERCC8,273,-0.017,0.1,-0.1,0.05,0.02
EWSR1,3243,-0.017,0.1,-0.2,0.07,0.03
FUCA1,843,-0.017,0.2,-0.1,0.03,0.01
LINC01521,8,-0.017,0.6,0,0.01,0
LINC01963,136,-0.017,0.2,-0.1,0.03,0.01
NCAPD3,390,-0.017,0.1,-0.1,0.05,0.02
NT5C3A,1493,-0.017,0.3,-0.1,0.02,0.01
SURF4,2308,-0.017,0.1,-0.1,0.05,0.02
TLR3,66,-0.017,0.4,0,0.02,0.01
TOB2,969,-0.017,0.2,-0.1,0.04,0.02
TYMP,3919,-0.017,0.4,0,0.02,0.01
CAPRIN1,3251,-0.018,0.1,-0.1,0.05,0.02
DNMT3A,427,-0.018,0.1,-0.1,0.04,0.02
GTF2IRD2B,318,-0.018,0.2,-0.1,0.03,0.01
HIBADH,359,-0.018,0.1,-0.1,0.05,0.02
MAP1LC3B,2882,-0.018,0.1,-0.1,0.05,0.02
MCCC2,603,-0.018,0.1,-0.2,0.06,0.02
MOB2,378,-0.018,0.1,-0.1,0.05,0.02
PCBP2,10123,-0.018,0.1,-0.3,0.1,0.04
PHF1,689,-0.018,0.2,-0.1,0.03,0.01
POLR1B,546,-0.018,0.2,-0.1,0.04,0.01
RMND5B,388,-0.018,0.1,-0.2,0.06,0.02
SHARPIN,271,-0.018,0.2,-0.1,0.04,0.02
SLC38A9,268,-0.018,0.1,-0.1,0.05,0.02
TMBIM1,3079,-0.018,0.2,-0.1,0.04,0.02
TOR2A,319,-0.018,0.2,-0.1,0.03,0.01
TUBG1,77,-0.018,0.2,-0.1,0.04,0.02
VKORC1L1,633,-0.018,0.2,-0.1,0.04,0.02
ZFP30,89,-0.018,0.2,-0.1,0.03,0.01
ZNF317,622,-0.018,0.1,-0.1,0.05,0.02
CHMP1A,1029,-0.019,0.1,-0.2,0.08,0.03
CHMP3,1799,-0.019,0.1,-0.1,0.05,0.02
COL6A2,218,-0.019,0.3,-0.1,0.02,0.01
FTLP3,31,-0.019,0.3,-0.1,0.02,0.01
FUT11,318,-0.019,0.2,-0.1,0.04,0.02
GLA,473,-0.019,0.2,-0.1,0.03,0.01
LRP11,34,-0.019,0.3,-0.1,0.03,0.01
RAD18,220,-0.019,0.2,-0.1,0.05,0.02
TCEAL3,159,-0.019,0.1,-0.1,0.05,0.02
TCF25,1539,-0.019,0.2,-0.1,0.04,0.02
UBE2E3,848,-0.019,0.1,-0.1,0.05,0.02
WRNIP1,687,-0.019,0.1,-0.1,0.05,0.02
AMIGO2,267,-0.02,0.2,-0.1,0.03,0.01
ATAD3A,144,-0.02,0.1,-0.1,0.05,0.02
DOK1,623,-0.02,0.2,-0.1,0.04,0.02
DOLK,85,-0.02,0.2,-0.1,0.03,0.01
FIRRE,10,-0.02,0.6,0,0.01,0
GALNT7.DT,27,-0.02,0.3,-0.1,0.03,0.01
GPALPP1,370,-0.02,0.1,-0.2,0.07,0.03
